Year|MainOustandingTaxLiab|SecondaryTaxLiab|ContestedTaxLiab|TotalTaxLiab|UncontestedTaxLiab|BudgetType|ID
2018|338922|351454|0|690376|690376|DateBudget|1
2018|82382|257383|0|339765|339765|DateBudget|2
2018|181169|42309|0|223478|223478|DateBudget|3
2018|32204270|9337751|0|41542021|41542021|DateBudget|4
2018|175959|40958|0|216917|216917|DateBudget|5
2018|240825|143352|0|384177|384177|DateBudget|6
2018|10415595|8662519|0|19078114|19078114|DateBudget|7
2018|228593|4029|0|232622|232622|DateBudget|8
2018|14107|3108|0|17215|17215|DateBudget|9
2018|42882|33004|0|75886|75886|DateBudget|10
2018|621802|81272|0|703074|703074|DateBudget|11
2018|524050|404013|0|928063|928063|DateBudget|12
2018|101323|69107|0|170430|170430|DateBudget|13
2018|481672|451074|0|932746|932746|DateBudget|14
2018|413673|360313|0|773986|773986|DateBudget|15
2018|143887|1580|0|145467|145467|DateBudget|16
2018|38137|22100|0|60237|60237|DateBudget|17
2018|133938|982|0|134920|134920|DateBudget|18
2018|111712|70027|0|181739|181739|DateBudget|19
2018|673271|292425|0|965696|965696|DateBudget|20
2018|140482|0|0|140482|140482|DateBudget|21
2018|85262|69275|0|154537|154537|DateBudget|22
2018|854203|184542|0|1038745|1038745|DateBudget|23
2018|155145|136512|0|291657|291657|DateBudget|24
2018|575058|396088|0|971146|971146|DateBudget|25
2018|43177|4844|0|48021|48021|DateBudget|26
2018|85729|73710|0|159439|159439|DateBudget|27
2018|106438|15986|0|122424|122424|DateBudget|28
2018|205784|3011|0|208795|208795|DateBudget|29
2018|132937|60453|0|193390|193390|DateBudget|30
2018|9571|11184|0|20755|20755|DateBudget|31
2018|90122|67360|0|157482|157482|DateBudget|32
2018|87998|17583|0|105581|105581|DateBudget|33
2018|342000|400972|0|742972|742972|DateBudget|34
2018|84016|142245|0|226261|226261|DateBudget|35
2018|697675|1125224|0|1822899|1822899|DateBudget|36
2018|228211|143064|366483|371275|4792|DateBudget|37
2018|19934|38829|0|58763|58763|DateBudget|38
2018|21227|17939|0|39166|39166|DateBudget|39
2018|1869561|465456|0|2335017|2335017|DateBudget|40
2018|95849|228790|0|324639|324639|DateBudget|41
2018|117055|519|0|117574|117574|DateBudget|42
2018|331938|6674|0|338612|338612|DateBudget|43
2018|252181|250984|0|503165|503165|DateBudget|44
2018|168965|29914|0|198879|198879|DateBudget|45
2018|304733|108556|0|413289|413289|DateBudget|46
2018|860560|318850|0|1179410|1179410|DateBudget|47
2018|153266|29493|0|182759|182759|DateBudget|48
2018|280572|178597|0|459169|459169|DateBudget|49
2018|26456|20822|0|47278|47278|DateBudget|50
2018|25239|3177|0|28416|28416|DateBudget|51
2018|4894719|2182732|6787362|7077451|290089|DateBudget|52
2018|372937|784043|0|1156980|1156980|DateBudget|53
2018|256503|163672|0|420175|420175|DateBudget|54
2018|373589|250050|0|623639|623639|DateBudget|55
2018|5749001|2789200|0|8538201|8538201|DateBudget|56
2018|98138|1297|0|99435|99435|DateBudget|57
2018|2315933|269326|0|2585259|2585259|DateBudget|58
2018|96507|132|0|96639|96639|DateBudget|59
2018|92773|11712|0|104485|104485|DateBudget|60
2018|238533|0|0|238533|238533|DateBudget|61
2018|334220|90747|0|424967|424967|DateBudget|62
2018|412896|818|0|413714|413714|DateBudget|63
2018|39555|49727|0|89282|89282|DateBudget|64
2018|6820666|1304450|0|8125116|8125116|DateBudget|65
2018|4765767|1949512|0|6715279|6715279|DateBudget|66
2018|192513|98402|0|290915|290915|DateBudget|67
2018|106820|46517|0|153337|153337|DateBudget|68
2018|798521|856704|0|1655225|1655225|DateBudget|69
2018|84400|47687|0|132087|132087|DateBudget|70
2018|38045|22327|0|60372|60372|DateBudget|71
2018|53302|26512|0|79814|79814|DateBudget|72
2018|1473759|6196820|0|7670579|7670579|DateBudget|73
2018|244592|116830|0|361422|361422|DateBudget|74
2018|32084|45656|0|77740|77740|DateBudget|75
2018|3998567|2796676|0|6795243|6795243|DateBudget|76
2018|581805|72|0|581877|581877|DateBudget|77
2018|328641|112742|0|441383|441383|DateBudget|78
2018|58400|47829|0|106229|106229|DateBudget|79
2018|1624747|1082429|0|2707176|2707176|DateBudget|80
2018|3041952|432002|0|3473954|3473954|DateBudget|81
2018|220301|65111|0|285412|285412|DateBudget|82
2018|1908957|648882|0|2557839|2557839|DateBudget|83
2018|152956|16262|0|169218|169218|DateBudget|84
2018|358369|15945|0|374314|374314|DateBudget|85
2018|65287|109165|0|174452|174452|DateBudget|86
2018|1458341|572469|0|2030810|2030810|DateBudget|87
2018|129514|129482|0|258996|258996|DateBudget|88
2018|60380|18667|0|79047|79047|DateBudget|89
2018|290290|99477|0|389767|389767|DateBudget|90
2018|87675|74024|0|161699|161699|DateBudget|91
2018|108643|157635|0|266278|266278|DateBudget|92
2018|175838|73465|0|249303|249303|DateBudget|93
2018|492339|31928|0|524267|524267|DateBudget|94
2018|18265|13978|0|32243|32243|DateBudget|95
2018|1043709|759941|0|1803650|1803650|DateBudget|96
2018|78475|78915|0|157390|157390|DateBudget|97
2018|11988438|6440465|0|18428903|18428903|DateBudget|98
2018|316799|185077|0|501876|501876|DateBudget|99
2018|62489|44379|0|106868|106868|DateBudget|100
2018|382169|11839|0|394008|394008|DateBudget|101
2018|1514078|1206647|0|2720725|2720725|DateBudget|102
2018|2123424|86599|0|2210023|2210023|DateBudget|103
2018|81121|14893|0|96014|96014|DateBudget|104
2018|56335|188012|0|244347|244347|DateBudget|105
2018|4006442|2047598|0|6054040|6054040|DateBudget|106
2018|356794|358621|0|715415|715415|DateBudget|107
2018|70123|69551|0|139674|139674|DateBudget|108
2018|88151|79272|0|167423|167423|DateBudget|109
2018|556760|38812|0|595572|595572|DateBudget|110
2018|608061|85308|0|693369|693369|DateBudget|111
2018|429495|108322|0|537817|537817|DateBudget|112
2018|5188629|363461|0|5552090|5552090|DateBudget|113
2018|209704|49779|0|259483|259483|DateBudget|114
2018|54357|136276|0|190633|190633|DateBudget|115
2018|4235318|1759810|0|5995128|5995128|DateBudget|116
2018|13086|13494|0|26580|26580|DateBudget|117
2018|37348|46323|0|83671|83671|DateBudget|118
2018|40793|30633|0|71426|71426|DateBudget|119
2018|56318|85893|0|142211|142211|DateBudget|120
2018|242912|6633|0|249545|249545|DateBudget|121
2018|326235|332309|0|658544|658544|DateBudget|122
2018|272737|315748|0|588485|588485|DateBudget|123
2018|43735|17915|0|61650|61650|DateBudget|124
2018|130826|40576|0|171402|171402|DateBudget|125
2018|1329673|323138|0|1652811|1652811|DateBudget|126
2018|2204311|424268|0|2628579|2628579|DateBudget|127
2018|1249550|158100|0|1407650|1407650|DateBudget|128
2018|137089|40|0|137129|137129|DateBudget|129
2018|3913226|1320776|0|5234002|5234002|DateBudget|130
2018|451978|634441|0|1086419|1086419|DateBudget|131
2018|2680768|1738603|0|4419371|4419371|DateBudget|132
2018|34581|11527|0|46108|46108|DateBudget|133
2018|82956|36564|0|119520|119520|DateBudget|134
2018|211820|105521|0|317341|317341|DateBudget|135
2018|349080|92429|0|441509|441509|DateBudget|136
2018|105633|54126|0|159759|159759|DateBudget|137
2018|13355|47422|0|60777|60777|DateBudget|138
2018|113550|37|0|113587|113587|DateBudget|139
2018|1495410|1352624|0|2848034|2848034|DateBudget|140
2018|83362|34580|0|117942|117942|DateBudget|141
2018|10352|15242|0|25594|25594|DateBudget|142
2018|117846|68054|0|185900|185900|DateBudget|143
2018|330585|272399|0|602984|602984|DateBudget|144
2018|118966|38742|0|157708|157708|DateBudget|145
2018|68401|61215|0|129616|129616|DateBudget|146
2018|64764|23668|0|88432|88432|DateBudget|147
2018|90465|24647|0|115112|115112|DateBudget|148
2018|86853|29300|0|116153|116153|DateBudget|149
2018|79354|29337|0|108691|108691|DateBudget|150
2018|191219|122873|0|314092|314092|DateBudget|151
2018|2072384|1391494|0|3463878|3463878|DateBudget|152
2018|197914|875|0|198789|198789|DateBudget|153
2018|65998|11295|0|77293|77293|DateBudget|154
2018|82607|2963|0|85570|85570|DateBudget|155
2018|4498|7191|0|11689|11689|DateBudget|156
2018|346166|204209|0|550375|550375|DateBudget|157
2018|479426|208432|0|687858|687858|DateBudget|158
2018|69460|3301|0|72761|72761|DateBudget|159
2018|75968|90836|0|166804|166804|DateBudget|160
2018|191376|66633|0|258009|258009|DateBudget|161
2018|263975|14427|0|278402|278402|DateBudget|162
2018|364679|157365|0|522044|522044|DateBudget|163
2018|54263|31307|0|85570|85570|DateBudget|164
2018|43517|55782|0|99299|99299|DateBudget|165
2018|130467|155108|0|285575|285575|DateBudget|166
2018|930213|107519|0|1037732|1037732|DateBudget|167
2018|1001737|1029500|0|2031237|2031237|DateBudget|168
2018|693440|23605|0|717045|717045|DateBudget|169
2018|687445|333774|0|1021219|1021219|DateBudget|170
2018|175656|9533|0|185189|185189|DateBudget|171
2018|3659671|1249702|0|4909373|4909373|DateBudget|172
2018|226248|136593|324036|362841|38805|DateBudget|173
2018|889305|51171|0|940476|940476|DateBudget|174
2018|1604795|100699|0|1705494|1705494|DateBudget|175
2018|1474945|519098|0|1994043|1994043|DateBudget|176
2018|1422107|76868|0|1498975|1498975|DateBudget|177
2018|77663|60058|0|137721|137721|DateBudget|178
2018|523292|674256|0|1197548|1197548|DateBudget|179
2018|1377256|544784|0|1922040|1922040|DateBudget|180
2018|105653|54513|0|160166|160166|DateBudget|181
2018|41556|11918|0|53474|53474|DateBudget|182
2018|270537|154145|0|424682|424682|DateBudget|183
2018|68868|4475|0|73343|73343|DateBudget|184
2018|310129|73482|0|383611|383611|DateBudget|185
2018|430263|0|0|430263|430263|DateBudget|186
2018|91494|38982|0|130476|130476|DateBudget|187
2018|423846|59399|0|483245|483245|DateBudget|188
2018|102898|125051|0|227949|227949|DateBudget|189
2018|23004|15348|0|38352|38352|DateBudget|190
2018|96286|53021|0|149307|149307|DateBudget|191
2018|486036|377891|0|863927|863927|DateBudget|192
2018|882947|463802|0|1346749|1346749|DateBudget|193
2018|292833|25728|0|318561|318561|DateBudget|194
2018|0|330527|0|330527|330527|DateBudget|195
2018|934272|989536|0|1923808|1923808|DateBudget|196
2018|643514|297295|0|940809|940809|DateBudget|197
2018|10728376|7911913|17863683|18640289|776606|DateBudget|198
2018|87530|46100|0|133630|133630|DateBudget|199
2018|1086217|122687|0|1208904|1208904|DateBudget|200
2018|193674|8219|0|201893|201893|DateBudget|201
2018|133002|12231|0|145233|145233|DateBudget|202
2018|1144034|300136|0|1444170|1444170|DateBudget|203
2018|207941|0|0|207941|207941|DateBudget|204
2018|52136|38175|0|90311|90311|DateBudget|205
2018|47376|30979|0|78355|78355|DateBudget|206
2018|358297|62394|298151|420691|122540|DateBudget|207
2018|195989|41688|0|237677|237677|DateBudget|208
2018|72087|2594|0|74681|74681|DateBudget|209
2018|289951|191484|451782|481435|29653|DateBudget|210
2018|604733|84762|0|689495|689495|DateBudget|211
2018|380006|40169|0|420175|420175|DateBudget|212
2018|397556|79607|0|477163|477163|DateBudget|213
2018|100931|166393|0|267324|267324|DateBudget|214
2018|40168|50731|0|90899|90899|DateBudget|215
2018|95609120|7104715|5482122|102713835|97231713|DateBudget|216
2018|254895|139502|0|394397|394397|DateBudget|217
2018|469228|3|0|469231|469231|DateBudget|218
2018|208110|0|0|208110|208110|DateBudget|219
2018|10297377|4259399|0|14556776|14556776|DateBudget|220
2018|1819098|567612|0|2386710|2386710|DateBudget|221
2018|32783|12375|0|45158|45158|DateBudget|222
2018|1347029|469871|0|1816900|1816900|DateBudget|223
2018|22785|664|0|23449|23449|DateBudget|224
2018|28639|17462|0|46101|46101|DateBudget|225
2018|389728|0|0|389728|389728|DateBudget|226
2018|131589|78924|0|210513|210513|DateBudget|227
2018|50662|14029|0|64691|64691|DateBudget|228
2018|48974|35377|0|84351|84351|DateBudget|229
2018|126112|10782|0|136894|136894|DateBudget|230
2018|613150|4681|0|617831|617831|DateBudget|231
2018|165747|70129|0|235876|235876|DateBudget|232
2018|5636130|10944978|0|16581108|16581108|DateBudget|233
2018|693540|499859|0|1193399|1193399|DateBudget|234
2018|69043|25098|0|94141|94141|DateBudget|235
2018|101565|53787|0|155352|155352|DateBudget|236
2018|497859|49256|0|547115|547115|DateBudget|237
2018|341080|3276|0|344356|344356|DateBudget|238
2018|18654|30676|0|49330|49330|DateBudget|239
2018|48184|29242|0|77426|77426|DateBudget|240
2018|117943|38756|0|156699|156699|DateBudget|241
2018|1262720|550387|0|1813107|1813107|DateBudget|242
2018|83277|425341|0|508618|508618|DateBudget|243
2018|450588|13131|0|463719|463719|DateBudget|244
2018|317508|181121|0|498629|498629|DateBudget|245
2018|442006|118068|0|560074|560074|DateBudget|246
2018|114754|9807|0|124561|124561|DateBudget|247
2018|263882|176180|0|440062|440062|DateBudget|248
2018|113564|58519|0|172083|172083|DateBudget|249
2018|65800|149252|0|215052|215052|DateBudget|250
2018|44979|38321|0|83300|83300|DateBudget|251
2018|20731|9580|0|30311|30311|DateBudget|252
2018|91674|2584|0|94258|94258|DateBudget|253
2018|39911|48217|0|88128|88128|DateBudget|254
2018|512959|204778|0|717737|717737|DateBudget|255
2018|34845|39696|28644|74541|45897|DateBudget|256
2018|128623|5384|0|134007|134007|DateBudget|257
2018|808774|742370|0|1551144|1551144|DateBudget|258
2018|96909|2663|0|99572|99572|DateBudget|259
2018|37475|119854|157329|157329|0|DateBudget|260
2018|94232|58368|0|152600|152600|DateBudget|261
2018|2310594|3723|0|2314317|2314317|DateBudget|262
2018|153477|68040|0|221517|221517|DateBudget|263
2018|154811|47512|0|202323|202323|DateBudget|264
2018|117122|10355|0|127477|127477|DateBudget|265
2018|1027870|255600|0|1283470|1283470|DateBudget|266
2018|24805|24606|0|49411|49411|DateBudget|267
2018|28762|46773|0|75535|75535|DateBudget|268
2018|312488|26899|0|339387|339387|DateBudget|269
2018|40867|75684|0|116551|116551|DateBudget|270
2018|33063|80068|0|113131|113131|DateBudget|271
2018|194855|164576|0|359431|359431|DateBudget|272
2018|1450966|826923|0|2277889|2277889|DateBudget|273
2018|420649|147405|0|568054|568054|DateBudget|274
2018|152250|0|0|152250|152250|DateBudget|275
2018|218261|17356|0|235617|235617|DateBudget|276
2018|1582241|79044|0|1661285|1661285|DateBudget|277
2018|47132|35038|0|82170|82170|DateBudget|278
2018|8109|11251|0|19360|19360|DateBudget|279
2018|39794|11781|0|51575|51575|DateBudget|280
2018|176864|74041|0|250905|250905|DateBudget|281
2018|616916|125359|0|742275|742275|DateBudget|282
2018|221810|22157|0|243967|243967|DateBudget|283
2018|167105|46936|0|214041|214041|DateBudget|284
2018|3267063|1699809|0|4966872|4966872|DateBudget|285
2018|389877|64497|0|454374|454374|DateBudget|286
2018|35304|9846|0|45150|45150|DateBudget|287
2018|59788|47759|0|107547|107547|DateBudget|288
2018|645688|2723|0|648411|648411|DateBudget|289
2018|45299|68452|0|113751|113751|DateBudget|290
2018|90715|10750|0|101465|101465|DateBudget|291
2018|107567|61773|0|169340|169340|DateBudget|292
2018|43074|42276|0|85350|85350|DateBudget|293
2018|4765520|3648720|0|8414240|8414240|DateBudget|294
2018|907010|56776|0|963786|963786|DateBudget|295
2018|117390|32309|0|149699|149699|DateBudget|296
2018|281795|298558|0|580353|580353|DateBudget|297
2018|95260|13781|0|109041|109041|DateBudget|298
2018|79531|50199|0|129730|129730|DateBudget|299
2018|390500|349749|0|740249|740249|DateBudget|300
2018|566326|323854|0|890180|890180|DateBudget|301
2018|342108|696558|0|1038666|1038666|DateBudget|302
2018|1021673|72847|0|1094520|1094520|DateBudget|303
2018|757040|651831|0|1408871|1408871|DateBudget|304
2018|639339|467673|0|1107012|1107012|DateBudget|305
2018|91316|4264|0|95580|95580|DateBudget|306
2018|584848|13146|0|597994|597994|DateBudget|307
2018|970347|1182063|0|2152410|2152410|DateBudget|308
2018|177738|52539|0|230277|230277|DateBudget|309
2018|311302|55352|0|366654|366654|DateBudget|310
2018|413128|273528|0|686656|686656|DateBudget|311
2018|81643|38082|0|119725|119725|DateBudget|312
2018|243250|73855|0|317105|317105|DateBudget|313
2018|338079|64580|0|402659|402659|DateBudget|314
2018|912007|42482|0|954489|954489|DateBudget|315
2018|115398|6433|0|121831|121831|DateBudget|316
2018|2296756|2360846|0|4657602|4657602|DateBudget|317
2018|5031970|56|0|5032026|5032026|DateBudget|318
2018|480056|163712|0|643768|643768|DateBudget|319
2018|533234|70260|0|603494|603494|DateBudget|320
2018|2536|29527|0|32063|32063|DateBudget|321
2018|465489|341516|0|807005|807005|DateBudget|322
2018|67247|958|0|68205|68205|DateBudget|323
2018|76152|3324|0|79476|79476|DateBudget|324
2018|387390|222256|0|609646|609646|DateBudget|325
2018|8374967|2788883|0|11163850|11163850|DateBudget|326
2018|167533|60324|0|227857|227857|DateBudget|327
2018|59157|205308|0|264465|264465|DateBudget|328
2018|394510|169292|0|563802|563802|DateBudget|329
2018|491015|115508|0|606523|606523|DateBudget|330
2018|33044|21643|0|54687|54687|DateBudget|331
2018|342864|1764|0|344628|344628|DateBudget|332
2018|29476|12151|0|41627|41627|DateBudget|333
2018|320165|256871|512780|577036|64256|DateBudget|334
2018|1526035|829937|0|2355972|2355972|DateBudget|335
2018|457915|357951|0|815866|815866|DateBudget|336
2018|117872|58600|0|176472|176472|DateBudget|337
2018|63568|56249|0|119817|119817|DateBudget|338
2018|137276|82604|0|219880|219880|DateBudget|339
2018|5782436|2676866|0|8459302|8459302|DateBudget|340
2018|1073907|324414|229004|1398321|1169317|DateBudget|341
2018|130966|13241|0|144207|144207|DateBudget|342
2018|187712|15665|0|203377|203377|DateBudget|343
2018|2334783|626405|0|2961188|2961188|DateBudget|344
2018|1825372|932968|2708508|2758340|49832|DateBudget|345
2018|29797|31076|0|60873|60873|DateBudget|346
2018|2763211|432647|0|3195858|3195858|DateBudget|347
2018|621957|535980|0|1157937|1157937|DateBudget|348
2018|5614735|12744|0|5627479|5627479|DateBudget|349
2018|574039|0|0|574039|574039|DateBudget|350
2018|122616|37206|0|159822|159822|DateBudget|351
2018|79611|49439|0|129050|129050|DateBudget|352
2018|1272989|963405|0|2236394|2236394|DateBudget|353
2018|61419|47670|0|109089|109089|DateBudget|354
2018|484879|230425|0|715304|715304|DateBudget|355
2018|100850|17382|0|118232|118232|DateBudget|356
2018|59338|135839|0|195177|195177|DateBudget|357
2018|282255|323231|0|605486|605486|DateBudget|358
2018|824149|479893|0|1304042|1304042|DateBudget|359
2018|37959|486|0|38445|38445|DateBudget|360
2018|189996|234705|0|424701|424701|DateBudget|361
2018|438135|128913|0|567048|567048|DateBudget|362
2018|134262|58424|0|192686|192686|DateBudget|363
2018|241639|151146|0|392785|392785|DateBudget|364
2018|2328228|1171416|0|3499644|3499644|DateBudget|365
2018|119317|96818|0|216135|216135|DateBudget|366
2018|300092|41899|0|341991|341991|DateBudget|367
2018|979437|382384|0|1361821|1361821|DateBudget|368
2018|19721|26040|0|45761|45761|DateBudget|369
2018|1808646|582548|0|2391194|2391194|DateBudget|370
2018|41009|13155|0|54164|54164|DateBudget|371
2018|162497|40533|0|203030|203030|DateBudget|372
2018|694554|24|0|694578|694578|DateBudget|373
2018|1607786|413989|0|2021775|2021775|DateBudget|374
2018|8074932|5731733|0|13806665|13806665|DateBudget|375
2018|276431|150824|0|427255|427255|DateBudget|376
2018|4823590|1317994|0|6141584|6141584|DateBudget|377
2018|619756|193160|0|812916|812916|DateBudget|378
2018|84410|88562|0|172972|172972|DateBudget|379
2018|82988|110270|0|193258|193258|DateBudget|380
2018|1231840|257187|0|1489027|1489027|DateBudget|381
2018|27706|43602|0|71308|71308|DateBudget|382
2018|4881512|244380|0|5125892|5125892|DateBudget|383
2018|12832425|4130382|0|16962807|16962807|DateBudget|384
2018|686964|80841|0|767805|767805|DateBudget|385
2018|885173|0|0|885173|885173|DateBudget|386
2018|273642|189610|0|463252|463252|DateBudget|387
2018|345072|625013|0|970085|970085|DateBudget|388
2018|249451|135489|0|384940|384940|DateBudget|389
2018|288168|124557|0|412725|412725|DateBudget|390
2018|33247|1142|0|34389|34389|DateBudget|391
2018|7367735|3237578|0|10605313|10605313|DateBudget|392
2018|90471|25651|0|116122|116122|DateBudget|393
2018|66307|29409|0|95716|95716|DateBudget|394
2018|9578193|7229130|0|16807323|16807323|DateBudget|395
2018|43403|41085|0|84488|84488|DateBudget|396
2018|74691|51810|0|126501|126501|DateBudget|397
2018|176428|20025|0|196453|196453|DateBudget|398
2018|0|1462743|1462743|1462743|0|DateBudget|399
2018|198018|12716|0|210734|210734|DateBudget|400
2018|41872|107048|0|148920|148920|DateBudget|401
2018|107372|9054|0|116426|116426|DateBudget|402
2018|339463|346377|0|685840|685840|DateBudget|403
2018|44500|65028|0|109528|109528|DateBudget|404
2018|188917|88524|0|277441|277441|DateBudget|405
2018|102600|47088|0|149688|149688|DateBudget|406
2018|200297|221|0|200518|200518|DateBudget|407
2018|273281|52648|0|325929|325929|DateBudget|408
2018|346634|168248|0|514882|514882|DateBudget|409
2018|786469|225425|0|1011894|1011894|DateBudget|410
2018|411714|0|0|411714|411714|DateBudget|411
2018|1515599|365368|0|1880967|1880967|DateBudget|412
2018|90523|13486|0|104009|104009|DateBudget|413
2018|0|153873|0|153873|153873|DateBudget|414
2018|775766|121888|0|897654|897654|DateBudget|415
2018|151428|22661|0|174089|174089|DateBudget|416
2018|626681|58906|0|685587|685587|DateBudget|417
2018|52172|32574|0|84746|84746|DateBudget|418
2018|42372|1448|0|43820|43820|DateBudget|419
2018|1404672|414075|0|1818747|1818747|DateBudget|420
2018|147859|547985|0|695844|695844|DateBudget|421
2018|280019|55853|0|335872|335872|DateBudget|422
2018|978357|188474|0|1166831|1166831|DateBudget|423
2018|155115|1512|0|156627|156627|DateBudget|424
2018|25477|30910|0|56387|56387|DateBudget|425
2018|87870|55388|0|143258|143258|DateBudget|426
2018|137801|30830|0|168631|168631|DateBudget|427
2018|754622|674732|0|1429354|1429354|DateBudget|428
2018|222604|61754|0|284358|284358|DateBudget|429
2018|74846|84692|0|159538|159538|DateBudget|430
2018|34300|5217|0|39517|39517|DateBudget|431
2018|24461|12850|0|37311|37311|DateBudget|432
2018|242805|150986|0|393791|393791|DateBudget|433
2018|186537|18425|0|204962|204962|DateBudget|434
2018|305120|880|0|306000|306000|DateBudget|435
2018|244716|173621|0|418337|418337|DateBudget|436
2018|302595|157329|0|459924|459924|DateBudget|437
2018|130767|463522|0|594289|594289|DateBudget|438
2018|218095|0|0|218095|218095|DateBudget|439
2018|253|65643|0|65896|65896|DateBudget|440
2018|662529|651077|0|1313606|1313606|DateBudget|441
2018|494072|151561|0|645633|645633|DateBudget|442
2018|18348|5546|0|23894|23894|DateBudget|443
2018|720856|27530|0|748386|748386|DateBudget|444
2018|1028264|734585|0|1762849|1762849|DateBudget|445
2018|138205|120567|0|258772|258772|DateBudget|446
2018|145921|52613|0|198534|198534|DateBudget|447
2018|86149|40499|0|126648|126648|DateBudget|448
2018|24583637|18666751|0|43250388|43250388|DateBudget|449
2018|161446|48478|0|209924|209924|DateBudget|450
2018|32063|31415|0|63478|63478|DateBudget|451
2018|270918|4342|0|275260|275260|DateBudget|452
2018|4031820|79559|0|4111379|4111379|DateBudget|453
2018|70159|40084|0|110243|110243|DateBudget|454
2018|3946839|5941773|8708360|9888612|1180252|DateBudget|455
2018|599078|36412|0|635490|635490|DateBudget|456
2018|59691|50061|0|109752|109752|DateBudget|457
2018|968505|15131|0|983636|983636|DateBudget|458
2018|91841383|41928653|0|133770036|133770036|DateBudget|459
2018|168581|6212|0|174793|174793|DateBudget|460
2018|388108|285793|593549|673901|80352|DateBudget|461
2018|231308|14920|0|246228|246228|DateBudget|462
2018|49419|142038|0|191457|191457|DateBudget|463
2018|1196992|801640|0|1998632|1998632|DateBudget|464
2018|875965|1528697|0|2404662|2404662|DateBudget|465
2018|73699|27696|0|101395|101395|DateBudget|466
2018|1005017|400377|0|1405394|1405394|DateBudget|467
2018|38630|143806|0|182436|182436|DateBudget|468
2018|3254818|436657|0|3691475|3691475|DateBudget|469
2018|115039|58573|0|173612|173612|DateBudget|470
2018|251935|31275|0|283210|283210|DateBudget|471
2018|45086|84524|0|129610|129610|DateBudget|472
2018|774486|200196|0|974682|974682|DateBudget|473
2018|1356960|386917|0|1743877|1743877|DateBudget|474
2018|1143501|218073|0|1361574|1361574|DateBudget|475
2018|322975|205953|0|528928|528928|DateBudget|476
2018|80126|145084|0|225210|225210|DateBudget|477
2018|39977692|17947729|0|57925421|57925421|DateBudget|478
2018|47954|3339|0|51293|51293|DateBudget|479
2018|1152675|491685|0|1644360|1644360|DateBudget|480
2018|18533|5537|0|24070|24070|DateBudget|481
2018|694386|0|0|694386|694386|DateBudget|482
2018|265759|14984|223574|280743|57169|DateBudget|483
2018|49430|18949|0|68379|68379|DateBudget|484
2018|13664721|3068351|0|16733072|16733072|DateBudget|485
2018|180209|45591|0|225800|225800|DateBudget|486
2018|2505169|18116|0|2523285|2523285|DateBudget|487
2018|117929|1411|0|119340|119340|DateBudget|488
2018|479110|522010|0|1001120|1001120|DateBudget|489
2018|26455|35372|0|61827|61827|DateBudget|490
2018|53104|16640|0|69744|69744|DateBudget|491
2018|71459|0|0|71459|71459|DateBudget|492
2018|235369|348962|0|584331|584331|DateBudget|493
2018|851258|233968|0|1085226|1085226|DateBudget|494
2018|219122|43300|0|262422|262422|DateBudget|495
2018|2354816|5288|2284905|2360104|75199|DateBudget|496
2018|289990|53593|0|343583|343583|DateBudget|497
2018|459014|270185|0|729199|729199|DateBudget|498
2018|128129|47057|158002|175186|17184|DateBudget|499
2018|194571|54051|0|248622|248622|DateBudget|500
2018|98850|47650|0|146500|146500|DateBudget|501
2018|2045273|104311|0|2149584|2149584|DateBudget|502
2018|82878|3758|0|86636|86636|DateBudget|503
2018|276065|394950|0|671015|671015|DateBudget|504
2018|176132|62701|0|238833|238833|DateBudget|505
2018|67352|37158|0|104510|104510|DateBudget|506
2018|579261|97552|0|676813|676813|DateBudget|507
2018|107108|17254|0|124362|124362|DateBudget|508
2018|195065|55916|0|250981|250981|DateBudget|509
2018|7882736|410|0|7883146|7883146|DateBudget|510
2018|877958|797764|0|1675722|1675722|DateBudget|511
2018|546761|22942|0|569703|569703|DateBudget|512
2018|121191|69002|0|190193|190193|DateBudget|513
2018|253050|54716|0|307766|307766|DateBudget|514
2018|2686246|126200|0|2812446|2812446|DateBudget|515
2018|1163545|688260|0|1851805|1851805|DateBudget|516
2018|831125|301027|0|1132152|1132152|DateBudget|517
2018|910668|398121|0|1308789|1308789|DateBudget|518
2018|932472|496506|0|1428978|1428978|DateBudget|519
2018|13981|17202|0|31183|31183|DateBudget|520
2018|115924|2|0|115926|115926|DateBudget|521
2018|166316|16774|0|183090|183090|DateBudget|522
2018|664401|0|0|664401|664401|DateBudget|523
2018|68673|22768|0|91441|91441|DateBudget|524
2018|230409|111367|0|341776|341776|DateBudget|525
2018|2910311|790576|0|3700887|3700887|DateBudget|526
2018|153119|520|0|153639|153639|DateBudget|527
2018|374084|0|0|374084|374084|DateBudget|528
2018|45518|42896|0|88414|88414|DateBudget|529
2018|199000|3180|0|202180|202180|DateBudget|530
2018|443687|135831|0|579518|579518|DateBudget|531
2018|1052632|834848|0|1887480|1887480|DateBudget|532
2018|1234244|648567|0|1882811|1882811|DateBudget|533
2018|417344|38186|0|455530|455530|DateBudget|534
2018|99348|3745|0|103093|103093|DateBudget|535
2018|124331|35417|0|159748|159748|DateBudget|536
2018|1650794|793815|0|2444609|2444609|DateBudget|537
2018|1029095|461886|0|1490981|1490981|DateBudget|538
2018|2736920|2009208|0|4746128|4746128|DateBudget|539
2018|54825|6134|0|60959|60959|DateBudget|540
2018|299362|92804|0|392166|392166|DateBudget|541
