Year|MainOustandingTaxLiab|SecondaryTaxLiab|ContestedTaxLiab|TotalTaxLiab|UncontestedTaxLiab|BudgetType|ID
2018|756643|450397|0|1207040|1207040|DateBudget|11922
2018|46965|81290|19420|128255|108835|DateBudget|11923
2018|56869|15657|0|72526|72526|DateBudget|11924
2018|341510|170922|0|512432|512432|DateBudget|11925
2018|249943|143353|0|393296|393296|DateBudget|11926
2018|52534|22344|0|74878|74878|DateBudget|11927
2018|69702|48442|0|118144|118144|DateBudget|11928
2018|35655|55950|0|91605|91605|DateBudget|11929
2018|73360|10083|0|83443|83443|DateBudget|11930
2018|51935|63596|0|115531|115531|DateBudget|11931
2018|15072302|3060423|0|18132725|18132725|DateBudget|11932
2018|91526|70359|0|161885|161885|DateBudget|11933
2018|151794|21644|0|173438|173438|DateBudget|11934
2018|95648|2365|0|98013|98013|DateBudget|11935
2018|230703|56919|0|287622|287622|DateBudget|11936
2018|151984|10597|0|162581|162581|DateBudget|11937
2018|486725|232444|0|719169|719169|DateBudget|11938
2018|2370256|1728986|0|4099242|4099242|DateBudget|11939
2018|55266|2660|0|57926|57926|DateBudget|11940
2018|37299|13951|0|51250|51250|DateBudget|11941
2018|99547|10159|0|109706|109706|DateBudget|11942
2018|96579|27998|0|124577|124577|DateBudget|11943
2018|29618|7861|0|37479|37479|DateBudget|11944
2018|125041|22027|0|147068|147068|DateBudget|11945
2018|735678|336155|0|1071833|1071833|DateBudget|11946
2018|51856|11897|0|63753|63753|DateBudget|11947
2018|790162|644850|0|1435012|1435012|DateBudget|11948
2018|138303|21225|0|159528|159528|DateBudget|11949
2018|168799|75489|0|244288|244288|DateBudget|11950
2018|61433|31960|0|93393|93393|DateBudget|11951
2018|182587|702|0|183289|183289|DateBudget|11952
2018|1842615|241316|0|2083931|2083931|DateBudget|11953
2018|412816|173994|0|586810|586810|DateBudget|11954
2018|479575|211197|0|690772|690772|DateBudget|11955
2018|137445|749|0|138194|138194|DateBudget|11956
2018|4996340|1173639|0|6169979|6169979|DateBudget|11957
2018|188456|28633|0|217089|217089|DateBudget|11958
2018|375041|114954|0|489995|489995|DateBudget|11959
2018|194409|53916|0|248325|248325|DateBudget|11960
2018|184130|43290|0|227420|227420|DateBudget|11961
2018|117814|56096|0|173910|173910|DateBudget|11962
2018|238255|73445|0|311700|311700|DateBudget|11963
2018|62995|45989|0|108984|108984|DateBudget|11964
2018|63349|46103|0|109452|109452|DateBudget|11965
2018|87737|45941|0|133678|133678|DateBudget|11966
2018|2599886|2028906|0|4628792|4628792|DateBudget|11967
2018|75484|18698|0|94182|94182|DateBudget|11968
2018|147145|3601|0|150746|150746|DateBudget|11969
2018|32515|16891|0|49406|49406|DateBudget|11970
2018|573518|45817|0|619335|619335|DateBudget|11971
2018|125440|92116|0|217556|217556|DateBudget|11972
2018|80328|59983|0|140311|140311|DateBudget|11973
2018|59021|19859|0|78880|78880|DateBudget|11974
2018|2180896|48760|0|2229656|2229656|DateBudget|11975
2018|123506|531|0|124037|124037|DateBudget|11976
2018|140689|52853|0|193542|193542|DateBudget|11977
2018|1329089|214789|0|1543878|1543878|DateBudget|11978
2018|57199|100717|0|157916|157916|DateBudget|11979
2018|861035|369972|0|1231007|1231007|DateBudget|11980
2018|102295|13753|0|116048|116048|DateBudget|11981
2018|89543|11660|0|101203|101203|DateBudget|11982
2018|28697|10918|0|39615|39615|DateBudget|11983
2018|1919978|488097|0|2408075|2408075|DateBudget|11984
2018|78306|37935|0|116241|116241|DateBudget|11985
2018|2285017|1031267|0|3316284|3316284|DateBudget|11986
2018|95262|2015|0|97277|97277|DateBudget|11987
2018|8642907|1825418|0|10468325|10468325|DateBudget|11988
2018|109380|31962|0|141342|141342|DateBudget|11989
2018|161274|84477|0|245751|245751|DateBudget|11990
2018|195199|79747|0|274946|274946|DateBudget|11991
2018|69101|4859|0|73960|73960|DateBudget|11992
2018|190663|60678|0|251341|251341|DateBudget|11993
2018|11304414|2512917|0|13817331|13817331|DateBudget|11994
2018|229733|26581|0|256314|256314|DateBudget|11995
2018|1758510|970465|0|2728975|2728975|DateBudget|11996
2018|68861|51591|0|120452|120452|DateBudget|11997
2018|1076940|373603|0|1450543|1450543|DateBudget|11998
2018|20740|3545|0|24285|24285|DateBudget|11999
2018|87422|12293|0|99715|99715|DateBudget|12000
2018|422736|130767|0|553503|553503|DateBudget|12001
2018|11290483|6134367|0|17424850|17424850|DateBudget|12002
2018|90327|215|0|90542|90542|DateBudget|12003
2018|29167|5078|0|34245|34245|DateBudget|12004
2018|22778|136912|0|159690|159690|DateBudget|12005
2018|64827|1174|0|66001|66001|DateBudget|12006
2018|1014141|762212|1776353|1776353|0|DateBudget|12007
2018|132291|119129|0|251420|251420|DateBudget|12008
2018|18874|51838|0|70712|70712|DateBudget|12009
2018|100000|0|0|100000|100000|DateBudget|12010
2018|15382|30613|0|45995|45995|DateBudget|12011
2018|60638|154011|0|214649|214649|DateBudget|12012
2018|12610|17777|0|30387|30387|DateBudget|12013
2018|396501|223545|0|620046|620046|DateBudget|12014
2018|36933|37532|0|74465|74465|DateBudget|12015
2018|11748|21689|0|33437|33437|DateBudget|12016
2018|53341|126057|0|179398|179398|DateBudget|12017
2018|170726|209079|0|379805|379805|DateBudget|12018
2018|45704|105218|0|150922|150922|DateBudget|12019
2018|66571|53708|0|120279|120279|DateBudget|12020
2018|360660|280507|0|641167|641167|DateBudget|12021
2018|22941|16049|0|38990|38990|DateBudget|12022
2018|72701|87300|0|160001|160001|DateBudget|12023
2018|350394|309321|0|659715|659715|DateBudget|12024
2018|108626|143273|0|251899|251899|DateBudget|12025
2018|28662|34037|0|62699|62699|DateBudget|12026
2018|17104|43469|0|60573|60573|DateBudget|12027
2018|74614|29716|0|104330|104330|DateBudget|12028
2018|199731|330731|0|530462|530462|DateBudget|12029
2018|69707|77858|0|147565|147565|DateBudget|12030
2018|16824|14160|0|30984|30984|DateBudget|12031
2018|189057|181848|0|370905|370905|DateBudget|12032
2018|33372|43501|0|76873|76873|DateBudget|12033
2018|34790|19285|0|54075|54075|DateBudget|12034
2018|15898|50087|0|65985|65985|DateBudget|12035
2018|1032|934463|0|935495|935495|DateBudget|12036
2018|38574|77388|0|115962|115962|DateBudget|12037
2018|66423|176542|0|242965|242965|DateBudget|12038
2018|72674|54781|0|127455|127455|DateBudget|12039
2018|94139|50504|0|144643|144643|DateBudget|12040
2018|55945|483378|360964|539323|178359|DateBudget|12041
2018|986868|460340|0|1447208|1447208|DateBudget|12042
2018|53866|73376|0|127242|127242|DateBudget|12043
2018|23486|21261|0|44747|44747|DateBudget|12044
2018|206206|350963|0|557169|557169|DateBudget|12045
2018|8253|23168|0|31421|31421|DateBudget|12046
2018|82328|135781|0|218109|218109|DateBudget|12047
2018|39770|64890|0|104660|104660|DateBudget|12048
2018|103452|170084|0|273536|273536|DateBudget|12049
2018|51741228|50630439|0|102371667|102371667|DateBudget|12050
2018|114657|120302|0|234959|234959|DateBudget|12051
2018|30811|55854|0|86665|86665|DateBudget|12052
2018|50497|40799|0|91296|91296|DateBudget|12053
2018|42743|89131|0|131874|131874|DateBudget|12054
2018|1975|106955|0|108930|108930|DateBudget|12055
2018|19965|41543|0|61508|61508|DateBudget|12056
2018|3372958|2363798|0|5736756|5736756|DateBudget|12057
2018|82641|54149|0|136790|136790|DateBudget|12058
2018|63623|29438|0|93061|93061|DateBudget|12059
2018|87727|53411|0|141138|141138|DateBudget|12060
2018|238697|171603|0|410300|410300|DateBudget|12061
2018|29835|21669|0|51504|51504|DateBudget|12062
2018|90285|25198|0|115483|115483|DateBudget|12063
2018|124596|163995|0|288591|288591|DateBudget|12064
2018|29027|66278|0|95305|95305|DateBudget|12065
2018|55436|36539|0|91975|91975|DateBudget|12066
2018|6788303|693930|0|7482233|7482233|DateBudget|12067
2018|188631|48014|0|236645|236645|DateBudget|12068
2018|73933|68106|0|142039|142039|DateBudget|12069
2018|50100|27393|0|77493|77493|DateBudget|12070
2018|140583|28309|0|168892|168892|DateBudget|12071
2018|40759|153809|0|194568|194568|DateBudget|12072
2018|475948|166256|0|642204|642204|DateBudget|12073
2018|92531|14265|0|106796|106796|DateBudget|12074
2018|36034|8719|0|44753|44753|DateBudget|12075
2018|229949|245573|0|475522|475522|DateBudget|12076
2018|71801310|30556534|0|102357844|102357844|DateBudget|12077
2018|101377|103746|0|205123|205123|DateBudget|12078
2018|460230|40954|456082|501184|45102|DateBudget|12079
2018|11372873|10805113|21188151|22177986|989835|DateBudget|12080
2018|117560|8641|0|126201|126201|DateBudget|12081
2018|575025|6752|0|581777|581777|DateBudget|12082
2018|309260|0|0|309260|309260|DateBudget|12083
2018|2393428|0|0|2393428|2393428|DateBudget|12084
2018|27958|7760|0|35718|35718|DateBudget|12085
2018|107359|86261|0|193620|193620|DateBudget|12086
2018|113581|41754|0|155335|155335|DateBudget|12087
2018|140793|5225|0|146018|146018|DateBudget|12088
2018|105715|24819|0|130534|130534|DateBudget|12089
2018|701083|265128|0|966211|966211|DateBudget|12090
2018|206055|115229|0|321284|321284|DateBudget|12091
2018|125413|26060|0|151473|151473|DateBudget|12092
2018|159954|15730|0|175684|175684|DateBudget|12093
2018|513306|430001|0|943307|943307|DateBudget|12094
2018|122722|61567|0|184289|184289|DateBudget|12095
2018|107090|29354|0|136444|136444|DateBudget|12096
2018|174322|97684|0|272006|272006|DateBudget|12097
2018|69056|17210|0|86266|86266|DateBudget|12098
2018|28106|836|0|28942|28942|DateBudget|12099
2018|100351|194|0|100545|100545|DateBudget|12100
2018|20965|7895|0|28860|28860|DateBudget|12101
2018|48763|2981|0|51744|51744|DateBudget|12102
2018|1255747|443792|0|1699539|1699539|DateBudget|12103
2018|769594|255136|0|1024730|1024730|DateBudget|12104
2018|61558|0|0|61558|61558|DateBudget|12105
2018|82488|56392|0|138880|138880|DateBudget|12106
2018|84242|8530|0|92772|92772|DateBudget|12107
2018|21015|11101|0|32116|32116|DateBudget|12108
2018|392469|178351|0|570820|570820|DateBudget|12109
2018|59729|122487|0|182216|182216|DateBudget|12110
2018|54534|60604|0|115138|115138|DateBudget|12111
2018|195520|114636|0|310156|310156|DateBudget|12112
2018|51994|109950|0|161944|161944|DateBudget|12113
2018|193346|0|0|193346|193346|DateBudget|12114
2018|27527|21855|0|49382|49382|DateBudget|12115
2018|55340|75822|0|131162|131162|DateBudget|12116
2018|67728|56304|0|124032|124032|DateBudget|12117
2018|52169|47597|0|99766|99766|DateBudget|12118
2018|88558|265547|311974|354105|42131|DateBudget|12119
2018|87311|42972|0|130283|130283|DateBudget|12120
2018|4844419|5158333|0|10002752|10002752|DateBudget|12121
2018|35871|71697|0|107568|107568|DateBudget|12122
2018|786|702045|0|702831|702831|DateBudget|12123
2018|93781|8911|0|102692|102692|DateBudget|12124
2018|2045913|1837609|0|3883522|3883522|DateBudget|12125
2018|111259|112099|0|223358|223358|DateBudget|12126
2018|372590|582748|0|955338|955338|DateBudget|12127
2018|73056|194411|0|267467|267467|DateBudget|12128
2018|85248|142458|0|227706|227706|DateBudget|12129
2018|607647|6090|0|613737|613737|DateBudget|12130
2018|541584|14590|0|556174|556174|DateBudget|12131
2018|20868|31748|0|52616|52616|DateBudget|12132
2018|76142|263|0|76405|76405|DateBudget|12133
2018|13746|25844|0|39590|39590|DateBudget|12134
2018|109241|421202|0|530443|530443|DateBudget|12135
2018|80907|125150|0|206057|206057|DateBudget|12136
2018|26073|31839|0|57912|57912|DateBudget|12137
2018|34451|28585|0|63036|63036|DateBudget|12138
2018|17302|18991|0|36293|36293|DateBudget|12139
2018|107377|399841|0|507218|507218|DateBudget|12140
2018|132507|80232|0|212739|212739|DateBudget|12141
2018|45426|108597|0|154023|154023|DateBudget|12142
2018|41031|79017|0|120048|120048|DateBudget|12143
2018|8576|5705|0|14281|14281|DateBudget|12144
2018|44849|97217|0|142066|142066|DateBudget|12145
2018|39482|11017|0|50499|50499|DateBudget|12146
2018|158684|47455|0|206139|206139|DateBudget|12147
2018|69240|97199|0|166439|166439|DateBudget|12148
2018|11425|16964|0|28389|28389|DateBudget|12149
2018|35029|101830|0|136859|136859|DateBudget|12150
2018|65672|111350|0|177022|177022|DateBudget|12151
2018|96796|173306|0|270102|270102|DateBudget|12152
2018|69715|9255|0|78970|78970|DateBudget|12153
2018|37343|56191|0|93534|93534|DateBudget|12154
2018|6856|13998|0|20854|20854|DateBudget|12155
2018|7068|11676|0|18744|18744|DateBudget|12156
2018|1121093|889642|0|2010735|2010735|DateBudget|12157
2018|40302|25046|0|65348|65348|DateBudget|12158
2018|32765|66407|0|99172|99172|DateBudget|12159
2018|109539|131816|0|241355|241355|DateBudget|12160
2018|82164|144556|0|226720|226720|DateBudget|12161
2018|1302106|254331|0|1556437|1556437|DateBudget|12162
2018|96905129|31754410|0|128659539|128659539|DateBudget|12163
2018|48290|134384|0|182674|182674|DateBudget|12164
2018|32632|132120|0|164752|164752|DateBudget|12165
2018|715716|740815|0|1456531|1456531|DateBudget|12166
2018|10547|17829|0|28376|28376|DateBudget|12167
2018|38985|20724|0|59709|59709|DateBudget|12168
2018|28725|38096|0|66821|66821|DateBudget|12169
2018|27492|12140|0|39632|39632|DateBudget|12170
2018|32493|88717|0|121210|121210|DateBudget|12171
2018|53410|77651|0|131061|131061|DateBudget|12172
2018|66843|186357|0|253200|253200|DateBudget|12173
2018|104419|313231|0|417650|417650|DateBudget|12174
2018|30648263|12939616|0|43587879|43587879|DateBudget|12175
2018|26105|41173|0|67278|67278|DateBudget|12176
2018|29058|48535|0|77593|77593|DateBudget|12177
2018|192806|401495|0|594301|594301|DateBudget|12178
2018|703075|392097|0|1095172|1095172|DateBudget|12179
2018|91442|42485|0|133927|133927|DateBudget|12180
2018|65136|29733|0|94869|94869|DateBudget|12181
2018|25047|7598|0|32645|32645|DateBudget|12182
2018|38131|50507|0|88638|88638|DateBudget|12183
2018|78505|32190|0|110695|110695|DateBudget|12184
2018|39971|100448|0|140419|140419|DateBudget|12185
2018|348389|224561|0|572950|572950|DateBudget|12186
2018|77440|146154|0|223594|223594|DateBudget|12187
2018|9458230|9183320|0|18641550|18641550|DateBudget|12188
2018|18688|22460|0|41148|41148|DateBudget|12189
2018|33067|97195|0|130262|130262|DateBudget|12190
2018|34342|781|0|35123|35123|DateBudget|12191
2018|385834|299027|0|684861|684861|DateBudget|12192
2018|25276|90534|0|115810|115810|DateBudget|12193
2018|49863|77258|0|127121|127121|DateBudget|12194
2018|184967|7408|0|192375|192375|DateBudget|12195
2018|73735|41989|0|115724|115724|DateBudget|12196
2018|121043|190947|0|311990|311990|DateBudget|12197
2018|113752|211982|0|325734|325734|DateBudget|12198
2018|5712|10845|0|16557|16557|DateBudget|12199
2018|300566|343452|0|644018|644018|DateBudget|12200
2018|69418|83906|0|153324|153324|DateBudget|12201
2018|24465|120338|0|144803|144803|DateBudget|12202
2018|14721|24570|0|39291|39291|DateBudget|12203
2018|8194|47654|0|55848|55848|DateBudget|12204
2018|71327|366230|0|437557|437557|DateBudget|12205
2018|102707|102885|0|205592|205592|DateBudget|12206
2018|1015770|746128|0|1761898|1761898|DateBudget|12207
2018|715891|360478|0|1076369|1076369|DateBudget|12208
2018|64190|51664|0|115854|115854|DateBudget|12209
2018|36603|127908|0|164511|164511|DateBudget|12210
2018|29157|15984|0|45141|45141|DateBudget|12211
2018|586639|253222|0|839861|839861|DateBudget|12212
2018|2437|225662|0|228099|228099|DateBudget|12213
2018|28461|11688|0|40149|40149|DateBudget|12214
2018|213746|138763|0|352509|352509|DateBudget|12215
2018|84665|206927|0|291592|291592|DateBudget|12216
2018|5285909|2086951|0|7372860|7372860|DateBudget|12217
2018|578079|757740|0|1335819|1335819|DateBudget|12218
2018|109672|10502|0|120174|120174|DateBudget|12219
2018|1674478|599551|0|2274029|2274029|DateBudget|12220
2018|40546|50569|0|91115|91115|DateBudget|12221
2018|116486|203649|0|320135|320135|DateBudget|12222
2018|109051|1557388|0|1666439|1666439|DateBudget|12223
2018|1143286|3964|0|1147250|1147250|DateBudget|12224
2018|40320|59244|0|99564|99564|DateBudget|12225
2018|12135|19867|0|32002|32002|DateBudget|12226
2018|3760951|1098245|0|4859196|4859196|DateBudget|12227
2018|60175|33573|0|93748|93748|DateBudget|12228
2018|246687|79417|0|326104|326104|DateBudget|12229
2018|54522|26865|0|81387|81387|DateBudget|12230
2018|47937|94862|0|142799|142799|DateBudget|12231
2018|93643|41360|0|135003|135003|DateBudget|12232
2018|0|10754|0|10754|10754|DateBudget|12233
2018|4771384|2306381|0|7077765|7077765|DateBudget|12234
2018|23409475|35209634|0|58619109|58619109|DateBudget|12235
2018|1446848|1426177|0|2873025|2873025|DateBudget|12236
2018|1654667|2618017|0|4272684|4272684|DateBudget|12237
2018|18035|43234|0|61269|61269|DateBudget|12238
2018|52701|94693|0|147394|147394|DateBudget|12239
2018|314588|266624|0|581212|581212|DateBudget|12240
2018|20447|34948|0|55395|55395|DateBudget|12241
2018|75208|230465|0|305673|305673|DateBudget|12242
2018|1861655|96019|0|1957674|1957674|DateBudget|12243
2018|14682|23748|0|38430|38430|DateBudget|12244
2018|26077|19876|0|45953|45953|DateBudget|12245
2018|2040115|2217059|0|4257174|4257174|DateBudget|12246
2018|2410621|395|0|2411016|2411016|DateBudget|12247
2018|128508|1123|0|129631|129631|DateBudget|12248
2018|290862|307576|0|598438|598438|DateBudget|12249
2018|1596020|1736903|0|3332923|3332923|DateBudget|12250
2018|182293|19123|0|201416|201416|DateBudget|12251
2018|50390|2419|0|52809|52809|DateBudget|12252
2018|64990|5949|0|70939|70939|DateBudget|12253
2018|81348|40227|0|121575|121575|DateBudget|12254
2018|52648|13385|0|66033|66033|DateBudget|12255
2018|361761|13660|0|375421|375421|DateBudget|12256
2018|29771|10812|0|40583|40583|DateBudget|12257
2018|60286|43557|0|103843|103843|DateBudget|12258
2018|2751225|201842|0|2953067|2953067|DateBudget|12259
2018|9939|8099|0|18038|18038|DateBudget|12260
2018|1030947|954827|0|1985774|1985774|DateBudget|12261
2018|1596401|996992|0|2593393|2593393|DateBudget|12262
2018|15587|2182|0|17769|17769|DateBudget|12263
2018|4567927|378738|0|4946665|4946665|DateBudget|12264
2018|2010772|595754|0|2606526|2606526|DateBudget|12265
2018|103817|5120|0|108937|108937|DateBudget|12266
2018|49720|10335|0|60055|60055|DateBudget|12267
2018|804869|195758|0|1000627|1000627|DateBudget|12268
2018|197052|88078|0|285130|285130|DateBudget|12269
2018|1488853|314371|0|1803224|1803224|DateBudget|12270
2018|290297|3917|0|294214|294214|DateBudget|12271
2018|29743|11081|0|40824|40824|DateBudget|12272
2018|3669991|1067842|0|4737833|4737833|DateBudget|12273
2018|185834|140844|152455|326678|174223|DateBudget|12274
2018|82862|35750|0|118612|118612|DateBudget|12275
2018|127580|0|0|127580|127580|DateBudget|12276
2018|1149754|617222|0|1766976|1766976|DateBudget|12277
2018|316859|136902|0|453761|453761|DateBudget|12278
2018|124437|88347|0|212784|212784|DateBudget|12279
2018|134749|84306|0|219055|219055|DateBudget|12280
2018|76451|1691|0|78142|78142|DateBudget|12281
2018|53781|18169|0|71950|71950|DateBudget|12282
2018|187290|237598|22474|424888|402414|DateBudget|12283
2018|11051122|4238708|0|15289830|15289830|DateBudget|12284
2018|433883|27200|0|461083|461083|DateBudget|12285
2018|975076|437069|893935|1412145|518210|DateBudget|12286
2018|29008|15195|0|44203|44203|DateBudget|12287
2018|482124|0|0|482124|482124|DateBudget|12288
2018|56013|10596|0|66609|66609|DateBudget|12289
2018|429451|120156|0|549607|549607|DateBudget|12290
2018|574152|0|0|574152|574152|DateBudget|12291
2018|67577|10708|0|78285|78285|DateBudget|12292
2018|55976|58816|0|114792|114792|DateBudget|12293
2018|1770792|1192405|0|2963197|2963197|DateBudget|12294
2018|436814|0|0|436814|436814|DateBudget|12295
2018|59055|20459|0|79514|79514|DateBudget|12296
2018|16453|13483|0|29936|29936|DateBudget|12297
2018|20213|187|0|20400|20400|DateBudget|12298
2018|26499|89265|0|115764|115764|DateBudget|12299
2018|5262102|2825616|0|8087718|8087718|DateBudget|12300
2018|242744|1590|0|244334|244334|DateBudget|12301
2018|2522759|138|0|2522897|2522897|DateBudget|12302
2018|59747|109299|0|169046|169046|DateBudget|12303
2018|77601|362830|0|440431|440431|DateBudget|12304
2018|38332|90753|0|129085|129085|DateBudget|12305
2018|123187|53790|0|176977|176977|DateBudget|12306
2018|199669|165383|0|365052|365052|DateBudget|12307
2018|68607|64469|0|133076|133076|DateBudget|12308
2018|1236974|1403036|0|2640010|2640010|DateBudget|12309
2018|7545343|8798540|0|16343883|16343883|DateBudget|12310
2018|8441|106745|0|115186|115186|DateBudget|12311
2018|97337|8541|0|105878|105878|DateBudget|12312
2018|203721|220578|0|424299|424299|DateBudget|12313
2018|207361|294955|0|502316|502316|DateBudget|12314
2018|69258|68648|0|137906|137906|DateBudget|12315
2018|135178|175784|0|310962|310962|DateBudget|12316
2018|46188|43028|0|89216|89216|DateBudget|12317
2018|30552|57548|0|88100|88100|DateBudget|12318
2018|140798|140635|0|281433|281433|DateBudget|12319
2018|40402|35788|0|76190|76190|DateBudget|12320
2018|160411|258140|0|418551|418551|DateBudget|12321
2018|295230|168671|0|463901|463901|DateBudget|12322
2018|27647|7342|0|34989|34989|DateBudget|12323
2018|18691|3393|0|22084|22084|DateBudget|12324
2018|48256|48700|0|96956|96956|DateBudget|12325
2018|679513|269952|0|949465|949465|DateBudget|12326
2018|139382|15270|0|154652|154652|DateBudget|12327
2018|62242|18046|0|80288|80288|DateBudget|12328
2018|131594|67239|0|198833|198833|DateBudget|12329
2018|4748565|894708|0|5643273|5643273|DateBudget|12330
2018|1046392|994789|0|2041181|2041181|DateBudget|12331
2018|29620|71829|0|101449|101449|DateBudget|12332
2018|78658|28421|0|107079|107079|DateBudget|12333
2018|2850851|1148343|0|3999194|3999194|DateBudget|12334
2018|63149618|44834072|0|107983690|107983690|DateBudget|12335
2018|1108707|1044031|0|2152738|2152738|DateBudget|12336
2018|39949|12070|0|52019|52019|DateBudget|12337
2018|361682|241188|0|602870|602870|DateBudget|12338
2018|161623|89256|0|250879|250879|DateBudget|12339
2018|385835|20741|0|406576|406576|DateBudget|12340
2018|325231|55240|0|380471|380471|DateBudget|12341
2018|1116910|453832|0|1570742|1570742|DateBudget|12342
2018|66388|46584|0|112972|112972|DateBudget|12343
2018|2787609|1813620|4565744|4601229|35485|DateBudget|12344
2018|286370|202339|0|488709|488709|DateBudget|12345
2018|992570|503706|0|1496276|1496276|DateBudget|12346
2018|117622|113825|0|231447|231447|DateBudget|12347
2018|196879|28922|0|225801|225801|DateBudget|12348
2018|1043642|282324|0|1325966|1325966|DateBudget|12349
2018|1152159|378181|0|1530340|1530340|DateBudget|12350
2018|2061109|407911|0|2469020|2469020|DateBudget|12351
2018|127208|9631|0|136839|136839|DateBudget|12352
2018|123688|28109|0|151797|151797|DateBudget|12353
2018|286051|125213|0|411264|411264|DateBudget|12354
2018|267652|136910|0|404562|404562|DateBudget|12355
2018|162849|12209|0|175058|175058|DateBudget|12356
2018|100066|70653|0|170719|170719|DateBudget|12357
2018|18631|7120|0|25751|25751|DateBudget|12358
2018|665163|138050|0|803213|803213|DateBudget|12359
2018|27015|17095|0|44110|44110|DateBudget|12360
2018|1067658|331046|0|1398704|1398704|DateBudget|12361
2018|25011907|14712281|0|39724188|39724188|DateBudget|12362
2018|2399283|179870|0|2579153|2579153|DateBudget|12363
2018|73996|14384|0|88380|88380|DateBudget|12364
2018|73107|51856|0|124963|124963|DateBudget|12365
2018|9391256|5497938|0|14889194|14889194|DateBudget|12366
2018|251972|16569|0|268541|268541|DateBudget|12367
2018|324112|189437|0|513549|513549|DateBudget|12368
2018|179101|38544|0|217645|217645|DateBudget|12369
2018|187714|101666|0|289380|289380|DateBudget|12370
2018|230688|154509|0|385197|385197|DateBudget|12371
2018|1301853|700711|0|2002564|2002564|DateBudget|12372
2018|3675212|2679166|0|6354378|6354378|DateBudget|12373
2018|137546|153896|0|291442|291442|DateBudget|12374
2018|510017|143775|0|653792|653792|DateBudget|12375
2018|63340|28151|0|91491|91491|DateBudget|12376
2018|851620|470203|0|1321823|1321823|DateBudget|12377
2018|27753|59|0|27812|27812|DateBudget|12378
2018|3169705|1286513|0|4456218|4456218|DateBudget|12379
2018|787090|485334|0|1272424|1272424|DateBudget|12380
2018|145684|38137|0|183821|183821|DateBudget|12381
2018|712268|220131|0|932399|932399|DateBudget|12382
2018|504426|2813853|0|3318279|3318279|DateBudget|12383
2018|155766|9750|0|165516|165516|DateBudget|12384
2018|74572|17638|0|92210|92210|DateBudget|12385
2018|53506|88091|0|141597|141597|DateBudget|12386
2018|1737976|895885|0|2633861|2633861|DateBudget|12387
2018|661137|0|0|661137|661137|DateBudget|12388
2018|216729|2507|0|219236|219236|DateBudget|12389
2018|4551506|2997951|0|7549457|7549457|DateBudget|12390
2018|4406112|1328323|0|5734435|5734435|DateBudget|12391
2018|134707|0|0|134707|134707|DateBudget|12392
2018|159660|40735|0|200395|200395|DateBudget|12393
2018|156654|106357|0|263011|263011|DateBudget|12394
2018|300055|40923|0|340978|340978|DateBudget|12395
2018|55034|26210|0|81244|81244|DateBudget|12396
2018|1332774|10438|0|1343212|1343212|DateBudget|12397
2018|14757|10490|0|25247|25247|DateBudget|12398
2018|252174|306015|0|558189|558189|DateBudget|12399
2018|92880|15682|0|108562|108562|DateBudget|12400
2018|35736|102457|0|138193|138193|DateBudget|12401
2018|22265|41000|0|63265|63265|DateBudget|12402
2018|18765|37406|0|56171|56171|DateBudget|12403
2018|46751|65828|0|112579|112579|DateBudget|12404
2018|301940|89231|0|391171|391171|DateBudget|12405
2018|144954|21071|0|166025|166025|DateBudget|12406
2018|844359|386274|0|1230633|1230633|DateBudget|12407
2018|78385|9946|0|88331|88331|DateBudget|12408
2018|978955|812448|0|1791403|1791403|DateBudget|12409
2018|344621|250042|0|594663|594663|DateBudget|12410
2018|17860|30243|0|48103|48103|DateBudget|12411
2018|351122|379345|0|730467|730467|DateBudget|12412
2018|55100|83962|0|139062|139062|DateBudget|12413
2018|57266|142897|0|200163|200163|DateBudget|12414
2018|47459552|27844360|0|75303912|75303912|DateBudget|12415
2018|2078962|1182133|0|3261095|3261095|DateBudget|12416
2018|124559|18667|0|143226|143226|DateBudget|12417
2018|234626|17233|0|251859|251859|DateBudget|12418
2018|53323|49419|0|102742|102742|DateBudget|12419
2018|69680|31821|0|101501|101501|DateBudget|12420
2018|66263|97035|0|163298|163298|DateBudget|12421
2018|715816|359786|508531|1075602|567071|DateBudget|12422
2018|317191|59774|0|376965|376965|DateBudget|12423
2018|31091|150906|0|181997|181997|DateBudget|12424
2018|346061|590678|0|936739|936739|DateBudget|12425
2018|390290|246831|364647|637121|272474|DateBudget|12426
2018|5190836|8644821|0|13835657|13835657|DateBudget|12427
2018|215463|414472|0|629935|629935|DateBudget|12428
2018|70174|18595|0|88769|88769|DateBudget|12429
2018|392339|67875|0|460214|460214|DateBudget|12430
2018|63093|91838|0|154931|154931|DateBudget|12431
2018|16121|23011|0|39132|39132|DateBudget|12432
2018|13865|37509|0|51374|51374|DateBudget|12433
2018|164309|0|0|164309|164309|DateBudget|12434
2018|51214|151123|0|202337|202337|DateBudget|12435
2018|21146|105743|0|126889|126889|DateBudget|12436
2018|18337|28841|0|47178|47178|DateBudget|12437
2018|86097|172203|0|258300|258300|DateBudget|12438
2018|55608|87142|0|142750|142750|DateBudget|12439
2018|18838|52247|0|71085|71085|DateBudget|12440
2018|345383|0|0|345383|345383|DateBudget|12441
2018|64891|49028|0|113919|113919|DateBudget|12442
2018|78602|146937|0|225539|225539|DateBudget|12443
2018|42481|63046|0|105527|105527|DateBudget|12444
