ID|FirstRegistrationAge|LastRegistrationAge|TotalNoRecords|AverageNoRecords
27672|3|2|8|4
27673|7|7|8|8
27674|0|1|13|
27675|2|1|37|18.5
27676|5|5|6|6
27677|8|2|35|5
27678|4|5|13|
27679|7|8|6|
27680|6|1|90|15
27681|8|8|7|7
27682|4|4|10|10
27683|3|4|11|
27684|7|2|12|2
27685|1|1|13|13
27686|5|1|11|2.2
27687|0|1|1|
27688|8|8|4|4
27689|1|1|21|21
27690|4|2|28|9.3333333333333
27691|7|7|13|13
27692|8|9|7|
27693|4|1|44|11
27694|5|4|13|6.5
27695|7|6|8|4
27696|6|6|10|10
27697|7|7|11|11
27698|5|5|16|16
27699|3|3|5|5
27700|1|1|13|13
27701|1|1|25|25
27702|3|3|32|32
27703|1|2|1|
27704|5|4|9|4.5
27705|4|3|26|13
27706|4|5|8|
27707|4|2|56|18.666666666667
27708|5|5|16|16
27709|4|5|3|
27710|4|3|7|3.5
27711|2|1|26|13
27712|3|1|79|26.333333333333
27713|1|1|13|13
27714|5|6|5|
27715|8|7|10|5
27716|5|1|45|9
27717|6|1|79|13.166666666667
27718|6|4|3|1
27719|8|9|6|
27720|3|3|9|9
27721|1|1|15|15
27722|4|3|20|10
27723|5|5|8|8
27724|6|6|14|14
27725|8|8|10|10
27726|3|1|66|22
27727|5|5|7|7
27728|1|1|11|11
27729|3|4|15|
27730|0|1|3|
27731|1|1|9|9
27732|5|5|11|11
27733|4|4|9|9
27734|6|1|39|6.5
27735|6|6|11|11
27736|6|6|6|6
27737|8|8|11|11
27738|6|6|10|10
27739|1|1|87|87
27740|4|3|20|10
27741|6|1|61|10.166666666667
27742|5|6|8|
27743|4|3|8|4
27744|5|5|13|13
27745|3|3|12|12
27746|5|5|18|18
27747|6|7|11|
27748|4|5|8|
27749|4|4|15|15
27750|5|5|6|6
27751|6|6|12|12
27752|6|6|6|6
27753|3|4|11|
27754|3|1|35|11.666666666667
27755|6|6|6|6
27756|3|4|7|
27757|2|1|39|19.5
27758|2|1|32|16
27759|3|3|24|24
27760|3|3|11|11
27761|1|1|10|10
27762|7|7|13|13
27763|0|1|7|
27764|6|6|17|17
27765|8|8|9|9
27766|6|1|75|12.5
27767|5|1|24|4.8
27768|4|4|11|11
27769|0|1|2|
27770|4|4|18|18
27771|1|1|14|14
27772|4|5|6|
27773|6|7|4|
27774|3|3|14|14
27775|1|1|27|27
27776|6|5|10|5
27777|1|1|8|8
27778|4|1|37|9.25
27779|0|1|3|
27780|5|2|25|6.25
27781|6|7|10|
27782|6|1|18|3
27783|5|5|23|23
27784|5|4|10|5
27785|2|3|9|
27786|3|1|73|24.333333333333
27787|1|2|16|
27788|7|7|11|11
27789|3|3|17|17
27790|4|5|12|
27791|6|6|20|20
27792|1|1|18|18
27793|5|5|20|20
27794|5|6|1|
27795|4|3|17|8.5
27796|4|3|14|7
27797|7|7|11|11
27798|6|6|11|11
27799|5|4|20|10
27800|9|7|12|4
27801|5|4|12|6
27802|5|4|25|12.5
27803|7|1|119|17
27804|7|4|2|0.5
27805|3|4|12|
27806|5|3|13|4.3333333333333
27807|0|1|1|
27808|1|1|61|61
27809|3|4|8|
27810|8|8|15|15
27811|3|3|13|13
27812|7|8|4|
27813|5|4|16|8
27814|5|2|17|4.25
27815|1|2|24|
27816|1|1|14|14
27817|7|8|4|
27818|5|5|7|7
27819|7|6|7|3.5
27820|6|7|12|
27821|6|6|3|3
27822|5|5|7|7
27823|3|1|32|10.666666666667
27824|3|3|18|18
27825|3|3|12|12
27826|5|3|16|5.3333333333333
27827|2|2|8|8
27828|4|5|4|
27829|1|1|16|16
27830|3|4|11|
27831|5|6|6|
27832|9|9|7|7
27833|6|5|18|9
27834|1|1|16|16
27835|2|3|15|
27836|2|2|12|12
27837|1|1|9|9
27838|5|3|32|10.666666666667
27839|7|5|26|8.6666666666667
27840|5|5|14|14
27841|7|7|5|5
27842|1|1|14|14
27843|6|7|1|
27844|5|5|4|4
27845|2|2|22|22
27846|7|8|11|
27847|4|4|15|15
27848|6|1|45|7.5
27849|6|6|10|10
27850|5|5|10|10
27851|1|1|15|15
27852|0|1|7|
27853|4|5|5|
27854|1|2|12|
27855|1|2|18|
27856|6|6|13|13
27857|2|2|34|34
27858|3|3|18|18
27859|0|1|12|
27860|1|2|13|
27861|6|5|9|4.5
27862|5|5|8|8
27863|6|6|14|14
27864|5|5|13|13
27865|4|4|17|17
27866|7|7|14|14
27867|4|4|17|17
27868|7|8|7|
27869|5|4|14|7
27870|5|6|5|
27871|7|4|5|1.25
27872|6|1|94|15.666666666667
27873|6|6|17|17
27874|9|9|7|7
27875|4|4|7|7
27876|5|5|10|10
27877|5|4|13|6.5
27878|9|7|12|4
27879|2|3|11|
27880|5|5|13|13
27881|4|4|18|18
27882|6|4|23|7.6666666666667
27883|1|1|17|17
27884|3|3|14|14
27885|7|6|18|9
27886|6|6|11|11
27887|4|3|14|7
27888|2|2|15|15
27889|2|2|14|14
27890|8|8|2|2
27891|4|3|14|7
27892|7|6|13|6.5
27893|5|2|14|3.5
27894|5|5|6|6
27895|5|3|28|9.3333333333333
27896|8|7|6|3
27897|3|3|22|22
27898|5|5|5|5
27899|4|5|14|
27900|2|1|35|17.5
27901|2|1|29|14.5
27902|3|1|29|9.6666666666667
27903|1|1|18|18
27904|7|6|14|7
27905|1|1|7|7
27906|5|5|13|13
27907|5|6|11|
27908|0|1|8|
27909|4|4|8|8
27910|4|5|7|
27911|3|4|8|
27912|5|5|12|12
27913|3|3|14|14
27914|5|5|8|8
27915|4|4|11|11
27916|2|1|36|18
27917|2|2|34|34
27918|7|7|10|10
27919|1|1|10|10
27920|6|5|12|6
27921|5|4|54|27
27922|5|5|13|13
27923|6|7|7|
27924|7|5|6|2
27925|1|1|32|32
27926|6|1|47|7.8333333333333
27927|4|5|6|
27928|1|1|18|18
27929|3|2|17|8.5
27930|8|6|33|11
27931|5|4|8|4
27932|0|1|14|
27933|5|5|16|16
27934|1|2|3|
27935|7|7|11|11
27936|1|1|32|32
27937|5|5|26|26
27938|7|6|10|5
27939|7|7|8|8
27940|3|3|12|12
27941|9|8|10|5
27942|5|5|10|10
27943|0|1|10|
27944|7|7|9|9
27945|6|4|6|2
27946|0|1|13|
27947|4|3|14|7
27948|2|2|9|9
27949|5|4|11|5.5
27950|2|2|15|15
27951|6|6|12|12
27952|7|7|17|17
27953|4|5|7|
27954|7|7|5|5
27955|2|2|31|31
27956|7|7|10|10
27957|5|5|10|10
27958|5|3|28|9.3333333333333
27959|0|1|6|
27960|0|1|11|
27961|6|6|8|8
27962|1|1|11|11
27963|0|1|11|
27964|4|4|10|10
27965|0|1|12|
27966|2|1|36|18
27967|2|2|23|23
27968|6|6|9|9
27969|2|1|22|11
27970|6|7|6|
27971|6|6|10|10
27972|3|1|19|6.3333333333333
27973|6|7|2|
27974|4|4|12|12
27975|5|6|14|
27976|0|1|7|
27977|8|6|32|10.666666666667
27978|7|7|10|10
27979|0|1|6|
27980|8|8|6|6
27981|5|5|12|12
27982|5|6|10|
27983|6|7|14|
27984|6|6|6|6
27985|7|6|12|6
27986|0|1|5|
27987|0|1|4|
27988|6|5|10|5
27989|6|5|11|5.5
27990|2|1|35|17.5
27991|4|5|8|
27992|5|2|52|13
27993|1|1|7|7
27994|3|4|10|
27995|8|7|16|8
27996|0|1|9|
27997|5|5|5|5
27998|7|6|8|4
27999|5|5|6|6
28000|8|7|8|4
28001|5|5|10|10
28002|2|1|15|7.5
28003|6|5|10|5
28004|4|5|5|
28005|5|1|35|7
28006|2|2|17|17
28007|0|1|19|
28008|6|2|73|14.6
28009|6|6|7|7
28010|0|1|7|
28011|6|5|4|2
28012|2|3|14|
28013|1|2|30|
28014|6|6|11|11
28015|8|5|23|5.75
28016|5|3|20|6.6666666666667
28017|4|5|7|
28018|9|9|7|7
28019|1|1|42|42
28020|5|5|6|6
28021|7|6|6|3
28022|7|4|11|2.75
28023|4|4|9|9
28024|7|7|10|10
28025|0|1|6|
28026|3|1|25|8.3333333333333
28027|4|4|14|14
28028|4|1|63|15.75
28029|7|7|6|6
28030|1|1|9|9
28031|3|3|14|14
28032|1|1|14|14
28033|0|1|14|
28034|3|4|28|
28035|7|6|5|2.5
28036|7|7|4|4
28037|5|6|6|
28038|3|3|22|22
28039|6|6|10|10
28040|1|1|12|12
28041|7|7|5|5
28042|8|7|9|4.5
28043|4|4|10|10
28044|5|5|4|4
28045|4|2|34|11.333333333333
28046|7|1|49|7
28047|6|6|8|8
28048|4|1|28|7
28049|5|5|11|11
28050|6|3|21|5.25
28051|6|6|10|10
28052|7|7|6|6
28053|1|1|31|31
28054|6|6|10|10
28055|8|8|11|11
28056|3|1|16|5.3333333333333
28057|2|2|24|24
28058|5|5|11|11
28059|5|4|10|5
28060|1|1|15|15
28061|3|2|9|4.5
28062|6|6|5|5
28063|4|4|13|13
28064|7|7|10|10
28065|2|1|26|13
28066|0|1|6|
28067|3|3|22|22
28068|0|1|11|
28069|7|7|4|4
28070|2|2|16|16
28071|8|8|5|5
28072|5|5|10|10
28073|3|3|20|20
28074|4|1|21|5.25
28075|4|4|14|14
28076|7|7|4|4
28077|6|6|11|11
28078|0|1|10|
28079|5|5|6|6
28080|1|1|9|9
28081|6|6|4|4
28082|5|5|9|9
28083|3|4|7|
28084|3|2|40|20
28085|4|5|8|
28086|0|1|17|
28087|8|6|16|5.3333333333333
28088|6|2|9|1.8
28089|1|1|9|9
28090|1|1|16|16
28091|2|1|21|10.5
28092|9|8|10|5
28093|4|4|13|13
28094|6|6|11|11
28095|5|5|4|4
28096|6|6|14|14
28097|5|5|11|11
28098|0|1|12|
28099|8|8|6|6
28100|8|8|16|16
28101|4|3|22|11
28102|7|8|4|
28103|6|3|40|10
28104|1|1|25|25
28105|4|1|43|10.75
28106|4|4|16|16
28107|2|2|13|13
28108|1|1|12|12
28109|6|7|5|
28110|9|7|41|13.666666666667
28111|0|1|4|
28112|6|6|7|7
28113|7|4|14|3.5
28114|4|1|36|9
28115|4|3|12|6
28116|1|2|1|
28117|7|5|15|5
28118|2|2|18|18
28119|5|5|5|5
28120|7|7|12|12
28121|0|1|4|
28122|6|6|13|13
28123|7|7|8|8
28124|2|2|10|10
28125|1|1|15|15
28126|7|6|11|5.5
28127|3|2|33|16.5
28128|5|1|20|4
28129|7|6|15|7.5
28130|2|2|14|14
28131|4|1|19|4.75
28132|2|1|26|13
28133|4|4|12|12
28134|5|4|15|7.5
28135|7|7|6|6
28136|1|1|10|10
28137|7|7|13|13
28138|7|7|14|14
28139|7|7|2|2
28140|4|4|8|8
28141|7|4|18|4.5
28142|4|5|18|
28143|2|2|10|10
28144|6|3|32|8
28145|6|6|7|7
28146|1|1|9|9
28147|4|4|11|11
28148|4|4|7|7
28149|5|4|23|11.5
28150|4|4|21|21
28151|3|1|26|8.6666666666667
28152|5|2|16|4
28153|3|4|9|
28154|6|7|12|
28155|7|7|5|5
28156|1|1|18|18
28157|6|6|13|13
28158|4|4|9|9
28159|3|3|12|12
28160|5|5|9|9
28161|1|1|12|12
28162|8|4|8|1.6
28163|7|8|4|
28164|1|1|21|21
28165|5|6|5|
28166|7|7|2|2
28167|5|2|74|18.5
28168|5|1|30|6
28169|4|4|9|9
28170|5|6|12|
28171|6|1|8|1.3333333333333
28172|5|5|13|13
28173|8|5|30|7.5
28174|5|3|16|5.3333333333333
28175|5|4|19|9.5
28176|0|1|9|
28177|6|7|12|
28178|1|1|12|12
28179|7|7|11|11
28180|7|6|5|2.5
28181|3|1|47|15.666666666667
28182|0|1|6|
28183|1|1|13|13
28184|1|1|59|59
28185|7|6|16|8
28186|3|4|5|
28187|2|1|9|4.5
28188|2|1|5|2.5
28189|8|8|16|16
28190|3|4|12|
28191|8|8|14|14
28192|3|4|11|
28193|7|7|23|23
28194|0|1|8|
28195|5|6|4|
28196|6|5|33|16.5
28197|1|2|9|
28198|5|5|9|9
28199|4|4|9|9
28200|8|8|12|12
28201|5|6|7|
28202|2|2|11|11
28203|1|1|19|19
28204|2|2|12|12
28205|4|1|15|3.75
28206|3|4|11|
28207|2|1|27|13.5
28208|3|1|67|22.333333333333
28209|7|7|11|11
28210|6|7|4|
28211|5|5|18|18
28212|3|2|15|7.5
28213|5|5|8|8
28214|5|5|9|9
28215|8|8|7|7
28216|7|5|7|2.3333333333333
28217|6|3|11|2.75
28218|7|8|2|
28219|5|5|10|10
28220|1|2|1|
28221|1|1|18|18
28222|2|3|8|
28223|4|5|9|
28224|2|3|1|
28225|4|4|6|6
28226|4|4|6|6
28227|1|1|14|14
28228|3|1|41|13.666666666667
28229|4|4|6|6
28230|7|6|7|3.5
28231|7|6|7|3.5
28232|1|1|9|9
28233|6|3|31|7.75
28234|6|6|12|12
28235|7|7|9|9
28236|1|1|19|19
28237|1|1|28|28
28238|7|7|9|9
28239|2|2|11|11
28240|8|7|9|4.5
28241|1|1|12|12
28242|0|1|8|
28243|3|1|43|14.333333333333
28244|7|7|8|8
28245|2|2|24|24
28246|5|6|15|
28247|8|7|9|4.5
28248|7|7|6|6
28249|4|5|5|
28250|0|1|12|
28251|3|3|14|14
28252|2|2|23|23
28253|0|1|5|
28254|5|5|8|8
28255|5|6|14|
28256|7|7|5|5
28257|2|1|47|23.5
28258|5|5|9|9
28259|7|8|3|
28260|4|4|6|6
28261|0|1|19|
28262|4|3|7|3.5
28263|8|7|12|6
28264|6|6|9|9
28265|1|1|20|20
28266|6|6|4|4
28267|2|1|29|14.5
28268|0|1|1|
28269|2|1|30|15
28270|7|7|4|4
28271|3|3|17|17
28272|4|4|12|12
28273|1|1|15|15
28274|6|6|5|5
28275|1|1|15|15
28276|4|5|7|
28277|7|7|10|10
28278|2|1|33|16.5
28279|0|1|2|
28280|0|1|18|
28281|6|6|4|4
28282|1|1|20|20
28283|0|1|8|
28284|4|4|13|13
28285|4|5|23|
28286|3|3|13|13
28287|4|3|22|11
28288|4|1|44|11
28289|5|6|7|
28290|6|4|27|9
28291|7|7|12|12
28292|1|1|23|23
28293|4|1|66|16.5
28294|0|1|9|
28295|1|1|18|18
28296|4|3|29|14.5
28297|7|6|6|3
28298|5|5|12|12
28299|7|5|16|5.3333333333333
28300|4|4|6|6
28301|5|5|15|15
28302|4|2|35|11.666666666667
28303|6|6|10|10
28304|2|2|15|15
28305|7|7|8|8
28306|1|2|18|
28307|5|5|11|11
28308|6|3|18|4.5
28309|7|1|52|7.4285714285714
28310|4|3|10|5
28311|3|3|11|11
28312|5|1|54|10.8
28313|6|5|16|8
28314|6|1|14|2.3333333333333
28315|1|1|11|11
28316|2|2|14|14
28317|3|1|16|5.3333333333333
28318|4|5|8|
28319|4|4|10|10
28320|6|6|13|13
28321|6|6|9|9
28322|0|1|10|
28323|0|1|7|
28324|3|1|41|13.666666666667
28325|3|1|48|16
28326|1|1|16|16
28327|3|1|55|18.333333333333
28328|3|4|9|
28329|6|7|13|
28330|3|4|17|
28331|0|1|10|
28332|1|1|19|19
28333|4|3|6|3
28334|2|2|31|31
28335|7|7|11|11
28336|7|7|7|7
28337|6|5|11|5.5
28338|6|6|8|8
28339|2|1|18|9
28340|3|3|12|12
28341|1|1|14|14
28342|4|4|18|18
28343|7|8|4|
28344|7|6|18|9
28345|8|7|9|4.5
28346|5|5|8|8
28347|3|3|15|15
28348|0|1|14|
28349|4|4|20|20
28350|4|4|13|13
28351|7|7|6|6
28352|5|4|11|5.5
28353|4|4|15|15
28354|6|6|9|9
28355|4|4|7|7
28356|6|6|9|9
28357|5|5|11|11
28358|1|1|20|20
28359|0|1|12|
28360|0|1|8|
28361|3|1|47|15.666666666667
28362|1|1|53|53
28363|6|6|5|5
28364|6|7|5|
28365|4|3|15|7.5
28366|5|5|5|5
28367|3|2|24|12
28368|3|1|68|22.666666666667
28369|4|1|22|5.5
28370|3|4|10|
28371|3|3|19|19
28372|7|7|7|7
28373|6|6|10|10
28374|0|1|2|
28375|3|2|17|8.5
28376|4|4|12|12
28377|4|3|26|13
28378|3|1|14|4.6666666666667
28379|5|6|5|
28380|2|2|11|11
28381|6|6|17|17
28382|3|3|21|21
28383|0|1|12|
28384|3|3|10|10
28385|4|5|17|
28386|3|4|13|
28387|5|2|19|4.75
28388|4|1|37|9.25
28389|6|7|10|
28390|0|1|12|
28391|0|1|21|
28392|4|4|12|12
28393|5|6|5|
28394|7|7|14|14
28395|4|3|15|7.5
28396|1|1|28|28
28397|2|2|15|15
28398|6|6|7|7
28399|3|1|25|8.3333333333333
28400|7|8|15|
28401|4|4|13|13
28402|3|3|4|4
28403|0|1|7|
28404|7|7|10|10
28405|4|3|20|10
28406|1|1|15|15
28407|3|1|33|11
28408|5|5|5|5
28409|5|4|33|16.5
28410|5|5|9|9
28411|2|1|31|15.5
28412|7|7|22|22
28413|7|2|11|1.8333333333333
28414|4|4|19|19
28415|6|5|12|6
28416|5|1|34|6.8
28417|4|5|13|
28418|7|7|5|5
28419|7|6|7|3.5
28420|7|7|7|7
28421|3|2|35|17.5
28422|1|1|18|18
28423|4|1|60|15
28424|5|5|10|10
28425|6|7|5|
28426|8|7|7|3.5
28427|4|4|9|9
28428|6|6|13|13
28429|6|1|55|9.1666666666667
28430|5|4|14|7
28431|1|1|24|24
28432|3|3|18|18
28433|1|1|28|28
28434|5|1|12|2.4
28435|3|3|20|20
28436|1|1|56|56
28437|0|1|1|
28438|6|2|39|7.8
28439|6|1|32|5.3333333333333
28440|5|5|8|8
28441|1|1|13|13
28442|5|5|22|22
28443|4|3|14|7
28444|4|3|10|5
28445|6|1|139|23.166666666667
28446|1|1|22|22
28447|1|2|12|
28448|5|4|67|33.5
28449|3|2|13|6.5
28450|5|5|5|5
28451|0|1|3|
28452|2|1|19|9.5
28453|6|6|7|7
28454|5|4|22|11
28455|7|7|7|7
28456|1|1|12|12
28457|4|3|13|6.5
28458|6|5|15|7.5
28459|6|6|7|7
28460|4|3|120|60
28461|7|7|13|13
28462|4|1|154|38.5
28463|2|2|14|14
28464|2|1|14|7
28465|0|1|6|
28466|5|5|7|7
28467|5|6|9|
28468|5|5|9|9
28469|3|3|12|12
28470|4|5|11|
28471|5|3|32|10.666666666667
28472|5|5|9|9
28473|1|1|20|20
28474|4|3|27|13.5
28475|0|1|11|
28476|0|1|10|
28477|5|5|13|13
28478|3|1|51|17
28479|4|1|43|10.75
28480|3|3|11|11
28481|3|2|18|9
28482|1|2|10|
28483|0|1|17|
28484|4|2|29|9.6666666666667
28485|1|1|12|12
28486|6|4|22|7.3333333333333
28487|1|1|9|9
28488|4|1|59|14.75
28489|3|3|12|12
28490|4|1|31|7.75
28491|6|6|6|6
28492|1|1|5|5
28493|8|7|9|4.5
28494|7|6|30|15
28495|5|5|16|16
28496|5|1|40|8
28497|3|3|8|8
28498|4|1|5|1.25
28499|2|1|19|9.5
28500|3|1|8|2.6666666666667
28501|4|4|9|9
28502|6|6|13|13
28503|1|1|32|32
28504|2|2|14|14
28505|5|5|11|11
28506|6|6|13|13
28507|5|4|13|6.5
28508|1|2|12|
28509|6|7|6|
28510|4|2|9|3
28511|0|1|11|
28512|6|5|12|6
28513|5|1|40|8
28514|0|1|11|
28515|5|5|10|10
28516|4|2|36|12
28517|3|3|14|14
28518|5|5|13|13
28519|4|1|52|13
28520|7|7|9|9
28521|1|1|25|25
28522|5|5|6|6
28523|2|1|20|10
28524|4|1|17|4.25
28525|7|7|12|12
28526|5|1|60|12
28527|2|1|53|26.5
28528|5|1|26|5.2
28529|1|1|14|14
28530|6|5|33|16.5
28531|7|7|22|22
28532|2|1|19|9.5
28533|1|1|11|11
28534|4|1|43|10.75
28535|3|1|42|14
28536|4|1|23|5.75
28537|5|5|17|17
28538|4|1|46|11.5
28539|4|1|48|12
28540|4|1|51|12.75
28541|4|1|52|13
28542|1|1|17|17
28543|4|1|36|9
28544|4|2|51|17
28545|6|2|23|4.6
28546|3|4|11|
28547|6|6|9|9
28548|7|7|10|10
28549|6|6|14|14
28550|2|1|28|14
28551|2|2|17|17
28552|7|6|15|7.5
28553|3|4|1|
28554|7|7|8|8
28555|5|1|20|4
28556|5|1|48|9.6
28557|1|1|51|51
28558|7|1|33|4.7142857142857
28559|0|1|2|
28560|5|5|11|11
28561|6|6|9|9
28562|6|6|10|10
28563|1|1|14|14
28564|5|5|5|5
28565|1|2|1|
28566|3|2|21|10.5
28567|4|2|25|8.3333333333333
28568|1|1|7|7
28569|4|1|48|12
28570|4|4|20|20
28571|1|1|25|25
28572|6|5|17|8.5
28573|6|1|43|7.1666666666667
28574|2|3|10|
28575|3|3|15|15
28576|5|3|31|10.333333333333
28577|4|1|25|6.25
28578|3|1|30|10
28579|3|1|40|13.333333333333
28580|4|1|52|13
28581|4|1|46|11.5
28582|5|5|14|14
28583|4|3|20|10
28584|4|3|9|4.5
28585|5|6|5|
28586|6|1|27|4.5
28587|1|1|10|10
28588|0|1|4|
28589|5|5|7|7
28590|5|3|5|1.6666666666667
28591|0|1|6|
28592|5|4|40|20
28593|6|6|7|7
28594|0|1|5|
28595|4|1|21|5.25
28596|2|2|9|9
28597|7|4|4|1
28598|4|4|7|7
28599|6|2|24|4.8
28600|3|2|21|10.5
28601|3|1|20|6.6666666666667
28602|3|4|11|
28603|6|7|4|
28604|5|4|40|20
28605|3|2|19|9.5
28606|5|5|9|9
28607|0|1|9|
28608|6|4|31|10.333333333333
28609|4|4|23|23
28610|4|2|10|3.3333333333333
28611|6|6|5|5
28612|2|2|14|14
28613|3|3|13|13
28614|3|3|19|19
28615|4|1|45|11.25
28616|5|3|10|3.3333333333333
28617|5|5|20|20
28618|4|4|9|9
28619|0|1|9|
28620|1|2|9|
28621|5|5|6|6
28622|3|3|8|8
28623|0|1|2|
28624|6|4|27|9
28625|4|4|12|12
28626|7|5|16|5.3333333333333
28627|1|1|25|25
28628|4|1|102|25.5
28629|4|1|100|25
28630|4|1|86|21.5
28631|4|1|102|25.5
28632|4|1|94|23.5
28633|6|7|13|
28634|3|3|11|11
28635|2|2|12|12
28636|5|4|30|15
28637|3|1|58|19.333333333333
28638|6|5|12|6
28639|3|3|16|16
28640|4|1|92|23
28641|7|7|4|4
28642|6|6|14|14
28643|2|1|40|20
28644|2|2|20|20
28645|6|6|8|8
28646|4|2|6|2
28647|1|1|20|20
28648|0|1|10|
28649|5|6|6|
28650|4|1|50|12.5
28651|4|1|43|10.75
28652|2|1|17|8.5
28653|6|6|14|14
28654|2|1|40|20
28655|2|1|32|16
28656|4|5|7|
28657|3|3|8|8
28658|0|1|12|
28659|3|1|27|9
28660|0|1|24|
28661|5|3|23|7.6666666666667
28662|6|6|15|15
28663|0|1|15|
28664|4|4|17|17
28665|0|1|17|
28666|2|2|12|12
28667|3|2|28|14
28668|4|5|6|
28669|1|1|17|17
28670|0|1|9|
28671|4|4|9|9
28672|4|1|20|5
28673|0|1|7|
28674|4|1|14|3.5
28675|3|1|39|13
28676|1|1|14|14
28677|6|6|11|11
28678|4|1|10|2.5
28679|3|1|17|5.6666666666667
28680|3|3|16|16
28681|1|1|20|20
28682|3|3|13|13
28683|0|1|1|
28684|4|4|13|13
28685|4|5|11|
28686|6|5|17|8.5
28687|6|1|50|8.3333333333333
28688|6|3|39|9.75
28689|4|4|6|6
28690|3|1|21|7
28691|7|7|9|9
28692|6|5|21|10.5
28693|4|4|14|14
28694|0|1|9|
28695|4|3|12|6
28696|2|2|29|29
28697|4|1|104|26
28698|4|1|102|25.5
28699|6|6|13|13
28700|4|4|8|8
28701|1|1|26|26
28702|0|1|3|
28703|4|1|100|25
28704|4|1|104|26
28705|4|3|14|7
28706|7|5|9|3
28707|4|1|100|25
28708|2|2|16|16
28709|1|1|13|13
28710|7|7|11|11
28711|2|1|68|34
28712|0|1|10|
28713|4|1|106|26.5
28714|4|1|108|27
28715|4|1|106|26.5
28716|6|3|33|8.25
28717|5|6|10|
28718|7|7|5|5
28719|3|4|18|
28720|7|5|24|8
28721|1|1|12|12
28722|6|7|7|
28723|4|1|102|25.5
28724|1|1|34|34
28725|5|5|18|18
28726|6|1|267|44.5
28727|1|1|16|16
28728|5|4|13|6.5
28729|4|5|7|
28730|1|1|22|22
28731|7|5|8|2.6666666666667
28732|2|1|31|15.5
28733|4|4|11|11
28734|7|6|10|5
28735|0|1|13|
28736|5|5|8|8
28737|1|1|16|16
28738|6|6|10|10
28739|2|2|21|21
28740|5|6|10|
28741|3|1|39|13
28742|0|1|6|
28743|5|6|9|
28744|0|1|3|
28745|6|5|16|8
28746|5|5|7|7
28747|1|1|17|17
28748|5|1|29|5.8
28749|6|7|13|
28750|0|1|6|
28751|5|5|7|7
28752|5|6|9|
28753|6|7|6|
28754|2|2|12|12
28755|0|1|12|
28756|0|1|11|
28757|4|5|8|
28758|5|1|30|6
28759|5|4|15|7.5
28760|1|1|21|21
28761|5|6|15|
28762|3|1|59|19.666666666667
28763|4|1|57|14.25
28764|0|1|10|
28765|5|6|13|
28766|1|1|15|15
28767|0|1|11|
28768|4|2|27|9
28769|5|6|9|
28770|0|1|19|
28771|1|2|14|
28772|6|7|7|
28773|3|1|23|7.6666666666667
28774|5|4|23|11.5
28775|1|1|17|17
28776|5|1|48|9.6
28777|4|4|7|7
28778|2|1|69|34.5
28779|2|1|27|13.5
28780|6|5|10|5
28781|6|1|29|4.8333333333333
28782|5|5|11|11
28783|2|2|14|14
28784|2|1|36|18
28785|4|4|9|9
28786|4|4|6|6
28787|4|5|8|
28788|2|2|22|22
28789|3|1|23|7.6666666666667
28790|3|2|11|5.5
28791|6|5|28|14
28792|6|6|8|8
28793|5|1|42|8.4
28794|5|5|19|19
28795|5|5|7|7
28796|6|6|8|8
28797|3|3|10|10
28798|3|3|11|11
28799|3|4|13|
28800|5|1|75|15
28801|0|1|24|
28802|2|2|12|12
28803|6|6|4|4
28804|4|3|16|8
28805|4|4|11|11
28806|7|6|13|6.5
28807|3|3|21|21
28808|3|4|5|
28809|3|3|14|14
28810|2|2|15|15
28811|2|2|10|10
28812|0|1|7|
28813|4|1|46|11.5
28814|0|1|1|
28815|5|6|9|
28816|4|5|12|
28817|5|5|12|12
28818|5|5|6|6
28819|4|3|23|11.5
28820|5|1|47|9.4
28821|1|1|10|10
28822|3|1|74|24.666666666667
28823|1|1|35|35
28824|3|3|3|3
28825|3|4|7|
28826|5|6|11|
28827|1|1|12|12
28828|3|4|14|
28829|5|6|9|
28830|0|1|2|
28831|5|1|9|1.8
28832|3|1|46|15.333333333333
28833|2|2|16|16
28834|5|4|7|3.5
28835|6|6|11|11
28836|5|4|6|3
28837|1|1|13|13
28838|4|4|15|15
28839|6|3|10|2.5
28840|0|1|2|
28841|0|1|20|
28842|0|1|8|
28843|4|1|21|5.25
28844|3|3|35|35
28845|4|3|25|12.5
28846|1|1|19|19
28847|6|1|55|9.1666666666667
28848|4|4|10|10
28849|5|4|39|19.5
28850|0|1|2|
28851|4|3|12|6
28852|0|1|11|
28853|3|1|41|13.666666666667
28854|6|7|1|
28855|8|7|15|7.5
28856|3|4|12|
28857|1|1|22|22
28858|4|4|9|9
28859|6|5|15|7.5
28860|6|5|7|3.5
28861|1|1|18|18
28862|0|1|5|
28863|1|1|12|12
28864|4|3|25|12.5
28865|3|3|13|13
28866|5|6|10|
28867|3|2|20|10
28868|3|2|18|9
28869|1|1|30|30
28870|1|1|25|25
28871|3|2|17|8.5
28872|1|1|16|16
28873|6|6|8|8
28874|4|2|27|9
28875|0|1|11|
28876|2|1|32|16
28877|2|1|10|5
28878|1|1|15|15
28879|6|6|11|11
28880|6|1|35|5.8333333333333
28881|4|4|7|7
28882|6|6|13|13
28883|5|1|42|8.4
28884|1|1|16|16
28885|1|1|23|23
28886|1|1|15|15
28887|6|4|20|6.6666666666667
28888|4|1|47|11.75
28889|1|1|20|20
28890|1|1|35|35
28891|5|5|7|7
