ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
10584||||||||||||
10585||||||||||||
10586||||||||||||
10587||||||||||||
10588||||||||||||
10589||||||||||||
10590||||||||||||
10591|||||||||6|||
10592||||||||||||
10593||||||||||||
10594||||||||||||
10595||||||||||||
10596||||||||||||
10597||||||||||||
10598|25|10||||||||||
10599||||||||||||
10600||||||||||||
10601||||||||||||
10602||||||||||||
10603||||||||||||
10604||||||||||||
10605||||||||||||
10606||||||||||||
10607||||||||||||
10608||||||||||||
10609||||||||||||
10610||||||||||||
10611||||||||||||
10612||||||||||||
10613||||||||||||
10614||||||||||||
10615||||||||||||
10616||||||||||||
10617||||||||||||
10618|25|16||||||||||
10619|25|15||||||||||
10620|24|6||||||||||
10621||24||||||||||
10622||14|5|5|5|5|5|||||
10623|25|15||||||||||
10624||25||||||||||
10625||1|1|5|5|5|5|2|1|||
10626||2|2|||||||||
10627||21||5||6|6|||||
10628||||||||||||
10629||25||||||||||
10630||22|8|||||2||||
10631|24|15||||||||||
10632|25|6|||||||6|||
10633|25|14||||||||||
10634||||||||||||
10635||||||||||||
10636||19|6|||||||||
10637||||||||||||
10638|25|15||||||||||
10639||||||||||||
10640||25||5|3|3|3|||||
10641||||||||||||
10642||||||||||||
10643|25|11||||||||||
10644|25|9||||||||||
10645|25|12||||||||||
10646|21|12||||||||||
10647||25||5||6|6|||||
10648|25|11||||||||||
10649|25|7||||||||||
10650||||||||||||
10651||||||||||||
10652||||||||||||
10653||||||||||||
10654|25|15||||||||||
10655||||||||||||
10656||||||||||||
10657||21|16|||||||||
10658|25|15||||||||||
10659||||||||||||
10660||||||||||||
10661||||||||||||
10662||7||5|4|4|4|||||
10663|25|||4|4|4||||||
10664||||||||||||
10665||25||||||||||
10666||10||5||6|6|||||
10667|25|15||||||||||
10668||||||||||||
10669||25|2|5|4|4|4|||||
10670|25|12||||||||||
10671||||||||||||
10672||||||||||||
10673||||||||||||
10674||||||||||||
10675||||||||||||
10676||11|3|5|3|3|3|||||
10677|25|15||||||||||
10678|19|8||||||||||
10679|23|5||5|5|5||||||
10680||25|9|||||9||||
10681||20|7|||||||||
10682|23|12||||||||||
10683||25||5||6|6|||||
10684||||||||||||
10685||||||||||||
10686||||||||||||
10687||||||||||||
10688|25|15||||||||||
10689||||||||||||
10690|25|13||||||||||
10691|25|9||||||||||
10692|25||||6|6||||||
10693||||||||||||
10694||||||||||||
10695||||||||||||
10696||||||||||||
10697||25||5|4|4|4|||||
10698||||||||||||
10699||||||||||||
10700|25|10||||||||||
10701||||||||||||
10702||||||||||||
10703||25||5||6|6|||||
10704||||||||||||
10705|25|11||||||||||
10706||||||||||||
10707||||||||||||
10708||||||||||||
10709||||||||||||
10710||||||||||||
10711|25||||6|6||||||
10712|25|8|||||||8|||
10713||21||5|4|4|4|||||
10714|25|23||||||||||
10715||||||||||||
10716||25||5|4|4|4|||||
10717||||||||||||
10718||20||5|4|4|4|||||
10719|25|6|||||||6|||
10720|25|||4|4|4||||||
10721||||||||||||
10722||||||||||||
10723|25|23||||||||||
10724||||||||||||
10725||||||||||||
10726||||||||||||
10727||||||||||||
10728||||||||||||
10729||||||||||||
10730||||||||||||
10731|25||||6|6||||||
10732|25|23||||||||||
10733|24|9|||||||9|||
10734||||||||||||
10735||||||||||||
10736||||||||||||
10737||||||||||||
10738||||||||||||
10739||||||||||||
10740||||||||||||
10741||||||||||||
10742|25|25||||||||||
10743|25|12||||||||||
10744||||||||||||
10745|25|25||||||||||
10746||||||||||||
10747||||||||||||
10748||||||||||||
10749||||||||||||
10750||||||||||||
10751||||||||||||
10752||||||||||||
10753||||||||||||
10754||||||||||||
10755||||||||||||
10756||||||||||||
10757||||||||||||
10758||||||||||||
10759|25|7||||||||||
10760||||||||||||
10761|24|12||||||||||
10762||||||||||||
10763||||||||||||
10764||||||||||||
10765||||||||||||
10766|25|23||||||||||
10767||||||||||||
10768|5|5||5|5|5|||2|||
10769|21|5||5|5|5||||||
10770||||||||||||
10771||||||||||||
10772|25|4||4|4|4||||||
10773||||||||||||
10774||||||||||||
10775||||||||||||
10776||||||||||||
10777||||||||||||
10778||||||||||||
10779||||||||||||
10780||||||||||||
10781||||||||||||
10782||||||||||||
10783||||||||||||
10784||||||||||||
10785||||||||||||
10786||||||||||||
10787||||||||||||
10788||||||||||||
10789||||||||||||
10790||||||||||||
10791||||||||||||
10792|11|4||4|4|4||||||
10793||||||||||||
10794||||||||||||
10795||25||5|4|4|4|||||
10796||||||||||||
10797||||||||||||
10798|21|12||||||||||
10799||24|16|||||||||
10800||||||||||||
10801||||||||||||
10802||||||||||||
10803||23|16|||||||||
10804||||||||||||
10805||||||||||||
10806||||||||||||
10807||||||||||||
10808||||||||||||
10809||||||||||||
10810||||||||||||
10811||21|5|5|5|5|5|||||
10812||||||||||||
10813||||||||||||
10814||||||||||||
10815||||||||||||
10816||||||||||||
10817||||||||||||
10818|25|16||||||||||
10819|25|16||||||||||
10820||||||||||||
10821||21||||||||||
10822|19|12||||||||||
10823|25|23||||||||||
10824||||||||||||
10825||||||||||||
10826||||||||||||
10827||||||||||||
10828||21||||||||||
10829||||||||||||
10830||||||||||||
10831||||||||||||
10832||25||5||6|6|||||
10833||||||||||||
10834||||||||||||
10835||||||||||||
10836|25|24||||||||||
10837||||||||||||
10838||||||||||||
10839||||||||||||
10840||2||5|5|5|5|||||
10841||||||||||||
10842||||||||||||
10843||||||||||||
10844||||||||||||
10845||||||||||||
10846||||||||||||
10847||||||||||||
10848|24|8||||||||||
10849||||||||||||
10850||||||||||||
10851||||||||||||
10852||||||||||||
10853||||||||||||
10854||||||||||||
10855||||||||||||
10856||5|3|5|4|4|4|||||
10857||||||||||||
10858||||||||||||
10859||||||||||||
10860||||||||||||
10861||||||||||||
10862||||||||||||
10863|25|9||||||||||
10864||||||||||||
10865||||||||||||
10866||||||||||||
10867||||||||||||
10868||||||||||||
10869||||||||||||
10870||5|0|5|0|0|0|0||||
10871||||||||||||
10872||||||||||||
10873||||||||||||
10874||||||||||||
10875||||||||||||
10876||||||||||||
10877||||||||||||
10878||||||||||||
10879||||||||||||
10880||||||||||||
10881|25|6||||||||||
10882||25|4|5|4|4|4|0||||
10883||||||||||||
10884||||||||||||
10885||||||||||||
10886||||||||||||
10887||||||||||||
10888|24|9|||||||9|||
10889||||||||||||
10890|25|6||||||||||
10891|25|8|||||||8|||
10892||||||||||||
10893||||||||||||
10894||||||||||||
10895|25|8|||||||8|||
10896||||||||||||
10897||||||||||||
10898||||||||||||
10899||||||||||||
10900||||||||||||
10901||25||||||||||
10902||||||||||||
10903||25||||||||||
10904||25||5||6|6|||||
10905||||||||||||
10906||||||||||||
10907||||||||||||
10908||||||||||||
10909||||||||||||
10910||||||||||||
10911||||||||||||
10912||||||||||||
10913||||||||||||
10914||||||||||||
10915||||||||||||
10916||||||||||||
10917||||||||||||
10918||||||||||||
10919||||||||||||
10920||||||||||||
10921||||||||||||
10922||||||||||||
10923||||||||||||
10924||||||||||||
10925||||||||||||
10926||||||||||||
10927||||||||||||
10928||||||||||||
10929||||||||||||
10930||||||||||||
10931||||||||||||
10932||||||||||||
10933||||||||||||
10934||||||||||||
10935||||||||||||
10936||||||||||||
10937||||||||||||
10938||||||||||||
10939||||||||||||
10940||||||||||||
10941||||||||||||
10942||||||||||||
10943||||||||||||
10944||25||5||6|6|||||
10945||||||||||||
10946||||||||||||
10947||||||||||||
10948||||||||||||
10949||||||||||||
10950||||||||||||
10951||||||||||||
10952||||||||||||
10953||||||||||||
10954||||||||||||
10955||||||||||||
10956|23|12||||||||||
10957||||||||||||
10958|20|16||||||||||
10959||||||||||||
10960||21||5|4|4|4|||||
10961||||||||||||
10962||||||||||||
10963||||||||||||
10964|24|12||||||||||
10965||||||||||||
10966||||||||||||
10967||||||||||||
10968||||||||||||
10969||||||||||||
10970||||||||||||
10971||||||||||||
10972||11||5||6|6||||0|
10973||21|8|||||6||||
10974||||||||||||
10975||||||||||||
10976||||||||||||
10977||||||||||||
10978||||||||||||
10979||||||||||||
10980||||||||||||
10981||||||||||||
10982||||||||||||
10983||||||||||||
10984||||||||||||
10985||||||||||||
10986||22|0|5|0|0|0|||||
10987||||||||||||
10988||||||||||||
10989||||||||||||
10990||||||||||||
10991||||||||||||
10992||||||||||||
10993||||||||||||
10994||||||||||||
10995||||||||||||
10996||||||||||||
10997||||||||||||
10998||||||||4||||
10999||||||||||||
11000||||||||||||
11001||||||||||||
11002||||||||||||
11003||||||||||||
11004||||||||||||
11005||||||||||||
11006||||||||||||
11007||||||||||||
11008||||||||||||
11009||||||||||||
11010||||||||||||
11011||||||||||||
11012||||||||||||
11013||||||||||||
11014|25|23||||||||||
11015||||||||||||
11016||||||||||||
11017|28|12||||||||||
11018|19|9||||||||||
11019||||||||||||
11020|25|25||||||||||
11021|18|12||||||||||
11022|||||||||9|||
11023||19||5||6|6|||||
11024||||||||||||
11025||||||||||||
11026||||||||||||
11027||||||||||||
11028||||||||||||
11029||||||||||||
11030||||||||||||
11031||||||||||||
11032||21|8|||||7||||
11033||||||||||||
11034||||||||||||
11035||||||||||||
11036|22|12||||||||||
11037||||||||||||
11038||||||||||||
11039||||||||||||
11040||||||||||||
11041|24|8||||||||||
11042||||||||||||
11043||18|16|||||||||
11044||||||||||||
11045||17|8|||||2||||
11046||||||||||||
11047||||||||||||
11048||||||||||||
11049||||||||||||
11050||||||||||||
11051||||||||||||
11052||||||||||||
11053||||||||||||
11054||||||||||||
11055||||||||||||
11056||||||||||||
11057||||||||||||
11058||||||||||||
11059|25|12||||||||||
11060||||||||||||
11061||||||||||||
11062||||||||||||
11063||||||||||||
11064||||||||||||
11065||||||||||||
11066||||||||||||
11067||||||||||||
11068||||||||||||
11069||||||||||||
11070||||||||||||
11071||||||||||||
11072||||||||||||
11073||||||||||||
11074||||||||||||
11075||||||||||||
11076||||||||||||
11077||||||||||||
11078||25||5|4|4|4|||||
11079||||||||||||
11080||||||||||||
11081||||||||||||
11082||||||||||||
11083||2|1|||||6|2|||
11084||18|8|||||6||||
11085||||||||||||
11086|24|12||||||||||
11087|23|8||||||||||
11088||||||||||||
11089||||||||||||
11090||||||||||||
11091||||||||||||
11092||||||||||||
11093||||||||||||
11094||||||||||||
11095|25|12||||||||||
11096|21|9||||||||||
11097|||||||||2|||
11098||||||||||||
11099||||||||||||
11100||||||||||||
11101||||||||||||
11102||||||||||||
11103|25|20||||||||||
11104||25||5|4|4|4|||||
11105||||||||||||
11106|20|8||||||||||
11107||||||||||||
11108|25|12||||||||||
11109|18|11||||||||||
11110||25||||||||||
11111||||||||||||
11112||||||||||||
11113||||||||||||
11114||18|16|||||2|1|||
11115||||||||||||
11116||||||||||||
11117|22|16||||||||||
11118||25||5||6|6||||0|
11119||||||||||||
11120||10|7|||||1||||
11121||||||||||||
11122||||||||||||
11123||||||||||||
11124||||||||||||
11125||20|16|||||2||||
11126||25||5||6|6|||||
11127||||||||||||
11128||||||||||||
11129||||||||||||
11130||||||||||||
11131||||||||||||
11132||||||||||||
11133||||||||||||
11134||||||||||||
11135||||||||||||
11136||||||||||||
11137||||||||||||
11138||||||||||||
11139||||||||||||
11140||4||||||6|4|||
11141||||||||||||
11142||||||||||||
11143||||||||||||
11144||||||||||||
11145||||||||||||
11146||||||||||||
11147||||||||||||
11148||||||||||||
11149|25|5||5|5|5||||||
11150|19|6||||||||||
11151|||||||||2|||
11152||||||||||||
11153||||||||||||
11154||||||||||||
11155||25||5||6|6||||0|
11156||25||||||||||
11157||||||||||||
11158||||||||||||
11159|24|15||||||||||
11160||||||||||||
11161||||||||||||
11162||||||||||||
11163||||||||||||
11164||||||||||||
11165||||||||||||
11166||||||||||||
11167||||||||||||
11168||||||||||||
11169|25|0|0|4|4|4|||||0|
11170||||||||||||
11171||||||||||||
11172||||||||||||
11173||||||||||||
11174||||||||||||
11175||||||||||||
11176||||||||||||
11177||||||||||||
11178|25|15||||||||||
11179||||||||||||
11180||||||||||||
11181||||||||||||
11182||25||5||6|6|||||
11183|25|8|||||||8|||
11184||||||||||||
11185||||||||||||
11186||||||||||||
11187||||||||||||
11188||25||5|4|4|4|||||
11189||25||||||||||
11190||25||5|3|4|4|||||
11191|11|6||||||||||
11192||||||||||||
11193||||||||||||
11194||||||||||||
11195||||||||||||
11196||||||||||||
11197|25|14||||||||||
11198||||||||||||
11199|25|14||||||||||
11200|18|16||||||||||
11201||||||||||||
11202||||||||||||
11203|20|15||||||||||
11204||||||||||||
11205||||||||||||
11206||||||||||||
11207||||||||||||
11208||||||||||||
11209||21|16|||||||||
11210||||||||||||
11211||||||||||||
11212||||||||||||
11213||||||||||||
11214||||||||||||
11215|13|6|||||||6|||
11216||||||||||||
11217||4|1|5|5|5|5|||||
11218||||||||||||
11219||||||||||||
11220|19|12||||||||||
11221||||||||||||
11222||||||||||||
11223||||||||||||
11224||||||||||||
11225||||||||||||
11226||||||||||||
11227||||||||||||
11228||||||||||||
11229||||||||||||
11230|20|6|||||||6|||
11231||25||||||||||
11232||||||||||||
11233||22||5||6|6|||||
11234||||||||||||
11235||||||||||||
11236||||||||||||
11237||||||||||||
11238||||||||||||
11239|25|12||||||||||
11240||||||||||||
11241||||||||||||
11242||16||5||6|6|||||
11243|23|7||||||||||
11244||||||||6||||
11245||||||||||||
11246||||||||||||
11247||||||||||||
11248||||||||||||
11249||||||||||||
11250||||||||||||
11251||||||||||||
11252||||||||||||
11253||||||||||||
11254||||||||||||
11255||||||||||||
11256||||||||||||
11257||||||||||||
11258||||||||||||
11259||||||||||||
11260||||||||||||
11261||||||||||||
11262||||||||||||
11263||||||||||||
11264||||||||||||
11265||||||||||||
11266||||||||||||
11267||||||||||||
11268||||||||||||
11269||||||||||||
11270||||||||||||
11271||||||||||||
11272||||||||||||
11273||||||||||||
11274||||||||||||
11275||||||||||||
11276||||||||||||
11277||||||||||||
11278||||||||||||
11279||||||||||||
11280||||||||||||
11281||||||||||||
11282||||||||||||
11283||||||||||||
11284||||||||||||
11285||||||||||||
11286||||||||||||
11287||||||||||||
11288|21|12||||||||||
11289||||||||||||
11290||||||||||||
11291|21|1|1|1|1|1||||||
11292||||||||||||
11293||||||||||||
11294||||||||||||
11295||6||5||6|6|||||
11296||||||||||||
11297||||||||||||
11298||||||||||||
11299||||||||||||
11300||||||||||||
11301||||||||||||
11302||||||||||||
11303||||||||||||
11304||||||||||||
11305||||||||||||
11306||||||||||||
11307||||||||||||
11308||21||5||6|6|||||
11309|25|9||||||||||
11310||||||||||||
11311||||||||||||
11312|24|12||||||||||
11313||||||||||||
11314|17|12||||||||||
11315||||||||||||
11316||||||||||||
11317||||||||||||
11318||||||||||||
11319||||||||||||
11320||||||||||||
11321||||||||||||
11322||||||||||||
11323||25||5||6|6|||||
11324||||||||||||
11325||||||||||||
11326||||||||||||
11327|25|15||||||||||
11328||||||||||||
11329||20|2|5|2|2|2|1||||
11330||||||||||||
11331||||||||||||
11332||||||||||||
11333||||||||||||
11334||||||||||||
11335||||||||||||
11336||||||||||||
11337|25|8|||||||2|||
11338||||||||||||
11339|25|12||||||||||
11340|25|12||||||||||
11341||||||||||||
11342||||||||||||
11343||||||||||||
11344||||||||||||
11345|25|12||||||||||
11346||19|16|||||3||||
11347|20|12||||||||||
11348||||||||||||
11349|22|12||||||||||
11350||||||||||||
11351||||||||||||
11352||||||||||||
11353||||||||||||
11354||||||||||||
11355||||||||||||
11356||||||||||||
11357|20|12||||||||||
11358||||||||||||
11359||||||||||||
11360||||||||||||
11361||20|16|||||||||
11362|22|9||||||||||
11363||||||||||||
11364||||||||||||
11365||||||||||||
11366||21||5||6|6||||0|
11367|22|12||||||||||
11368||7|1|5|4|4|4|0||||
11369||||||||||||
11370||||||||||||
11371||||||||||||
11372||||||||||||
11373||||||||||||
11374||||||||||||
11375|18|16||||||||||
11376||||||||||||
11377|25|8||||||||||
11378||||||||||||
11379||||||||||||
11380||||||||||||
11381||||||||||||
11382||22||5|0|0|0|||||
11383||||||||||||
11384||||||||||||
11385||||||||||||
11386||||||||||||
11387||||||||||||
11388||||||||||||
11389||||||||||||
11390||||||||||||
11391||||||||||||
11392||||||||||||
11393||||||||||||
11394||||||||||||
11395||||||||||||
11396||||||||||||
11397||||||||||||
11398||||||||||||
11399||||||||||||
11400||||||||||||
11401||||||||||||
11402||19||5||6|6|||||
11403||||||||||||
11404||||||||||||
11405|23|9||||||||||
11406||||||||||||
11407||||||||||||
11408||||||||||||
11409||||||||||||
11410|25|8||||||||||
11411|25|9|||||||9|||
11412||||||||||||
11413|24|15||||||||||
11414||||||||||||
11415||||||||||||
11416||||||||||||
11417||||||||||||
11418||||||||||||
11419||||||||||||
11420||||||||||||
11421||||||||||||
11422||||||||||||
11423||||||||||||
11424||25|6|||||||||
11425||||||||||||
11426|25|11||||||||||
11427||||||||||||
11428||||||||||||
11429|25|15||||||||||
11430||25||||||||||
11431|25|15||||||||||
11432|19|9||||||||||
11433||||||||||||
11434||||||||||||
11435|25|6|||||||6|||
11436||||||||||||
11437||||||||||||
11438||||||||||||
11439|25|12||||||||||
11440|25|8|||||||2|||
11441|25|12||||||||||
11442|23|9||||||||||
11443||21||5||6|6|||||
11444||||||||||||
11445||||||||||||
11446||25||5|4|4|4|||||
11447|24|11||||||||||
11448||13|8|||||||||
11449||||||||||||
11450||||||||||||
11451||||||||||||
11452||25||5|4|4|4|||||
11453||||||||||||
11454||||||||||||
11455||||||||||||
11456||||||||||||
11457||||||||||||
11458||||||||||||
11459||||||||||||
11460||||||||||||
11461||||||||||||
11462||||||||||||
11463||||||||||||
11464||||||||||||
11465||||||||||||
11466||18||5|4|4|4|||||
11467||||||||||||
11468|17|9||||||||||
11469|19|8|||||||5|||
11470||22|8|||||6||||
11471|25|12||||||||||
11472||||||||||||
11473||||||||||||
11474||||||||||||
11475||||||||||||
11476||||||||||||
11477||||||||||||
11478||||||||||||
11479||||||||||||
11480||||||||||||
11481||||||||||||
11482||||||||||||
11483||||||||||||
11484|||||||||2|||
11485||||||||||||
11486||||||||||||
11487|17|12||||||||||
11488|25|12||||||||||
11489||||||||||||
11490||||||||||||
11491|10|8||||||||||
11492|25|15||||||||||
11493||||||||||||
11494||||||||||||
11495||||||||||||
11496||25||5|4|4|4|||||
11497||||||||||||
11498|25|12||||||||||
11499||||||||||||
11500||||||||||||
11501||||||||||||
11502||||||||||||
11503||||||||||||
11504|25|16||||||||||
11505|14|3|3|3|3|3||||||
11506|25|15||||||||||
11507||||||||||||
11508|25|11||||||||||
11509||||||||2||||
11510||||||||||||
11511||||||||||||
11512||||||||||||
11513||||||||||||
11514||25||5|4|4|4|||||
11515||24||||||||||
11516||||||||||||
11517||||||||||||
11518||||||||||||
11519||25||5|4|4|4|||||
11520||21||5||6|6|||||
11521||||||||||||
11522|25|6||||||||||
11523|25|7|||||||7|||
11524||||||||||||
11525||||||||||||
11526|25|15||||||||||
11527|25|16||||||||||
11528||||||||||||
11529||||||||||||
11530||||||||||||
11531||||||||||||
11532||||||||||||
11533|25|24||||||||||
11534||||||||||||
11535||||||||||||
11536||20|16|||||8||||
11537||||||||||||
11538||||||||||||
11539||||||||||||
11540||||||||||||
11541||||||||||||
11542||||||||||||
11543||||||||||||
11544||||||||||||
11545||||||||||||
11546||||||||||||
11547||||||||||||
11548||25|2|5|4|4|4|||||
11549||23|9|||||9||||
11550||||||||||||
11551||||||||||||
11552||||||||||||
11553||||||||||||
11554||||||||||||
11555|25|9||||||||||
11556|21|16||||||||||
11557||||||||||||
11558|25|14||||||||||
11559||||||||||||
11560||||||||||||
11561||||||||||||
11562||||||||||||
11563||||||||||||
11564||||||||||||
11565||||||||||||
11566||||||||||||
11567||||||||||||
11568||||||||||||
11569||||||||||||
11570||||||||||||
11571||||||||||||
11572||||||||||||
11573||20|16|||||6||||
11574||||||||||||
11575||||||||||||
11576||||||||||||
11577||||||||||||
11578||||||||||||
11579|20|9|||||||9|||
11580||||||||||||
11581||||||||||||
11582||||||||||||
11583||||||||||||
11584||||||||||||
11585||||||||||||
11586||||||||||||
11587||||||||||||
11588||||||||||||
11589||||||||||||
11590||||||||||||
11591||||||||||||
11592||||||||||||
11593||||||||||||
11594||||||||||||
11595||||||||||||
11596||||||||||||
11597|18|13||||||||||
11598||||||||||||
11599||||||||||||
11600||||||||||||
11601||||||||||||
11602||||||||||||
11603||||||||||||
11604||||||||||||
11605||||||||||||
